"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"RJYFBGG","软件研发部公共空间","214293537","14824627","软件研发部公共空间 主页","部门行政管理","1","2","软件研发部公共空间 主页 / 部门行政管理","项目管理","2023-05-22 11:23:06","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=214293537"
"RJYFBGG","软件研发部公共空间","150735642","214293537","部门行政管理","28.样机问题","2","1","软件研发部公共空间 主页 / 部门行政管理 / 28.样机问题","问题与复盘","2022-01-10 17:15:26","张晓军","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=150735642"
"RJYFBGG","软件研发部公共空间","150747959","214293537","部门行政管理","29.海信财务中台相关资料","2","2","软件研发部公共空间 主页 / 部门行政管理 / 29.海信财务中台相关资料","项目管理","2022-01-14 16:49:34","张晓军","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=150747959"
"RJYFBGG","软件研发部公共空间","96503082","214293537","部门行政管理","30.软件样机管理","2","3","软件研发部公共空间 主页 / 部门行政管理 / 30.软件样机管理","项目管理","2022-06-16 17:20:23","张晓军","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=96503082"
"RJYFBGG","软件研发部公共空间","123241936","214293537","部门行政管理","33、费用预测","2","4","软件研发部公共空间 主页 / 部门行政管理 / 33、费用预测","项目管理","2023-05-19 14:24:40","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=123241936"
"RJYFBGG","软件研发部公共空间","177867209","214293537","部门行政管理","36.快递寄件明细","2","5","软件研发部公共空间 主页 / 部门行政管理 / 36.快递寄件明细","项目管理","2024-03-04 10:17:49","张晓军","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=177867209"
"RJYFBGG","软件研发部公共空间","183543337","214293537","部门行政管理","37.打车异常订单反馈","2","6","软件研发部公共空间 主页 / 部门行政管理 / 37.打车异常订单反馈","项目管理","2022-10-19 13:30:06","张晓军","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=183543337"
"RJYFBGG","软件研发部公共空间","204749463","214293537","部门行政管理","38.固定资产","2","7","软件研发部公共空间 主页 / 部门行政管理 / 38.固定资产","项目管理","2023-03-23 17:12:55","张晓军","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204749463"
"RJYFBGG","软件研发部公共空间","203821392","214293537","部门行政管理","41.海信公寓","2","8","软件研发部公共空间 主页 / 部门行政管理 / 41.海信公寓","项目管理","2023-05-22 11:24:43","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=203821392"
"RJYFBGG","软件研发部公共空间","175519693","214293537","部门行政管理","低值易耗台账","2","9","软件研发部公共空间 主页 / 部门行政管理 / 低值易耗台账","项目管理","2022-08-18 16:22:30","张晓军","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=175519693"
"RJYFBGG","软件研发部公共空间","219981183","214293537","部门行政管理","考勤相关提醒","2","10","软件研发部公共空间 主页 / 部门行政管理 / 考勤相关提醒","项目管理","2023-08-23 14:24:29","张晓军","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=219981183"
"RJYFBGG","软件研发部公共空间","104798591","14824627","软件研发部公共空间 主页","0、软件研发知识管理","1","3","软件研发部公共空间 主页 / 0、软件研发知识管理","项目管理","2020-10-29 19:17:49","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=104798591"
"RJYFBGG","软件研发部公共空间","105579604","104798591","0、软件研发知识管理","人工智能语音运营中心知识清单","2","1","软件研发部公共空间 主页 / 0、软件研发知识管理 / 人工智能语音运营中心知识清单","项目管理","2020-12-04 16:39:31","殷腾龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=105579604"
"RJYFBGG","软件研发部公共空间","215349017","104798591","0、软件研发知识管理","任职资格课程","2","2","软件研发部公共空间 主页 / 0、软件研发知识管理 / 任职资格课程","培训与知识","2024-09-13 14:37:42","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=215349017"
"RJYFBGG","软件研发部公共空间","217320154","104798591","0、软件研发知识管理","先进制造项目 新PLM使用培训文档","2","3","软件研发部公共空间 主页 / 0、软件研发知识管理 / 先进制造项目 新PLM使用培训文档","规范与流程","2023-11-08 20:11:39","崔文华","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=217320154"
"RJYFBGG","软件研发部公共空间","105579595","104798591","0、软件研发知识管理","公共技术软件所知识清单","2","4","软件研发部公共空间 主页 / 0、软件研发知识管理 / 公共技术软件所知识清单","项目管理","2020-11-02 16:49:32","未晓玲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=105579595"
"RJYFBGG","软件研发部公共空间","104798596","104798591","0、软件研发知识管理","内销产品软件所知识清单","2","5","软件研发部公共空间 主页 / 0、软件研发知识管理 / 内销产品软件所知识清单","项目管理","2020-11-02 16:51:41","未晓玲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=104798596"
"RJYFBGG","软件研发部公共空间","105579598","104798591","0、软件研发知识管理","内销平台软件所知识清单","2","6","软件研发部公共空间 主页 / 0、软件研发知识管理 / 内销平台软件所知识清单","项目管理","2020-11-02 16:54:30","未晓玲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=105579598"
"RJYFBGG","软件研发部公共空间","105579600","104798591","0、软件研发知识管理","内销应用软件所知识清单","2","7","软件研发部公共空间 主页 / 0、软件研发知识管理 / 内销应用软件所知识清单","项目管理","2020-11-18 21:37:46","肖成创","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=105579600"
"RJYFBGG","软件研发部公共空间","113484660","14824627","软件研发部公共空间 主页","1、预研管理","1","4","软件研发部公共空间 主页 / 1、预研管理","项目管理","2023-05-19 14:37:32","张继栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=113484660"
"RJYFBGG","软件研发部公共空间","129806947","113484660","1、预研管理","0、预研梳理","2","1","软件研发部公共空间 主页 / 1、预研管理 / 0、预研梳理","项目管理","2022-04-19 09:31:30","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129806947"
"RJYFBGG","软件研发部公共空间","261729746","113484660","1、预研管理","19.云真机项目","2","2","软件研发部公共空间 主页 / 1、预研管理 / 19.云真机项目","项目管理","2024-08-21 19:35:39","贾亚洲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=261729746"
"RJYFBGG","软件研发部公共空间","126913973","113484660","1、预研管理","1、海外VIDAA、安卓预研项目梳理","2","3","软件研发部公共空间 主页 / 1、预研管理 / 1、海外VIDAA、安卓预研项目梳理","项目管理","2021-08-03 13:58:38","朱平洋/Tim Zhu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=126913973"
"RJYFBGG","软件研发部公共空间","139075821","113484660","1、预研管理","2021三年关键技术论证复盘","2","4","软件研发部公共空间 主页 / 1、预研管理 / 2021三年关键技术论证复盘","问题与复盘","2021-11-11 11:04:26","邓俊涛/Thomas Deng","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=139075821"
"RJYFBGG","软件研发部公共空间","126917869","113484660","1、预研管理","2、手机预研梳理","2","5","软件研发部公共空间 主页 / 1、预研管理 / 2、手机预研梳理","项目管理","2021-07-12 08:50:52","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=126917869"
"RJYFBGG","软件研发部公共空间","129803031","113484660","1、预研管理","3、月度预研工作计划","2","6","软件研发部公共空间 主页 / 1、预研管理 / 3、月度预研工作计划","版本与计划","2021-08-03 13:59:13","朱平洋/Tim Zhu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129803031"
"RJYFBGG","软件研发部公共空间","14824831","113484660","1、预研管理","4、存档资料","2","7","软件研发部公共空间 主页 / 1、预研管理 / 4、存档资料","项目管理","2021-08-03 13:59:27","朱平洋/Tim Zhu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14824831"
"RJYFBGG","软件研发部公共空间","130460696","113484660","1、预研管理","5、预研立项管理","2","8","软件研发部公共空间 主页 / 1、预研管理 / 5、预研立项管理","项目管理","2021-08-11 16:47:17","初德进","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=130460696"
"RJYFBGG","软件研发部公共空间","15597101","14824627","软件研发部公共空间 主页","2、技术融合","1","5","软件研发部公共空间 主页 / 2、技术融合","其他","2017-09-04 16:57:28","未知用户 (changxuejian)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15597101"
"RJYFBGG","软件研发部公共空间","15597131","15597101","2、技术融合","2.1 驱动软件所","2","1","软件研发部公共空间 主页 / 2、技术融合 / 2.1 驱动软件所","其他","2017-09-06 10:36:24","未知用户 (changxuejian)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15597131"
"RJYFBGG","软件研发部公共空间","15762181","15597101","2、技术融合","2.2 应用软件所","2","2","软件研发部公共空间 主页 / 2、技术融合 / 2.2 应用软件所","其他","2017-09-06 10:34:22","未知用户 (changxuejian)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15762181"
"RJYFBGG","软件研发部公共空间","15762185","15597101","2、技术融合","2.3 软件配置所","2","3","软件研发部公共空间 主页 / 2、技术融合 / 2.3 软件配置所","其他","2017-09-06 10:34:36","未知用户 (changxuejian)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15762185"
"RJYFBGG","软件研发部公共空间","16666127","15597101","2、技术融合","2.4 手机整机软件所","2","4","软件研发部公共空间 主页 / 2、技术融合 / 2.4 手机整机软件所","其他","2017-12-07 14:15:58","未知用户 (wangfei8)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=16666127"
"RJYFBGG","软件研发部公共空间","19104816","15597101","2、技术融合","2.5 内销电视整机软件所","2","5","软件研发部公共空间 主页 / 2、技术融合 / 2.5 内销电视整机软件所","其他","2018-04-24 10:31:43","李鑫","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=19104816"
"RJYFBGG","软件研发部公共空间","103417183","15597101","2、技术融合","2.6 Harmony鸿蒙技术跟进(电视&手机)","2","6","软件研发部公共空间 主页 / 2、技术融合 / 2.6 Harmony鸿蒙技术跟进(电视&手机)","其他","2021-01-26 16:13:56","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=103417183"
"RJYFBGG","软件研发部公共空间","121841951","15597101","2、技术融合","2.7 算法梳理","2","7","软件研发部公共空间 主页 / 2、技术融合 / 2.7 算法梳理","其他","2021-04-17 17:32:20","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=121841951"
"RJYFBGG","软件研发部公共空间","122489063","15597101","2、技术融合","2.8 深度学习/图像处理技术汇总","2","8","软件研发部公共空间 主页 / 2、技术融合 / 2.8 深度学习/图像处理技术汇总","培训与知识","2021-04-19 19:02:06","宋虎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122489063"
"RJYFBGG","软件研发部公共空间","127603319","15597101","2、技术融合","2.9 电视/手机15个共享课题","2","9","软件研发部公共空间 主页 / 2、技术融合 / 2.9 电视/手机15个共享课题","其他","2021-06-09 09:19:44","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=127603319"
"RJYFBGG","软件研发部公共空间","141853529","15597101","2、技术融合","26. 2021PMT--智能","2","10","软件研发部公共空间 主页 / 2、技术融合 / 26. 2021PMT--智能","其他","2021-10-25 19:12:13","未知用户 (zoulie)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=141853529"
"RJYFBGG","软件研发部公共空间","141856519","15597101","2、技术融合","27. 2022海外软件智能","2","11","软件研发部公共空间 主页 / 2、技术融合 / 27. 2022海外软件智能","其他","2021-10-29 16:48:36","未知用户 (zoulie)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=141856519"
"RJYFBGG","软件研发部公共空间","182658150","15597101","2、技术融合","A311D2项目管理","2","12","软件研发部公共空间 主页 / 2、技术融合 / A311D2项目管理","项目管理","2023-03-23 13:31:10","谭少峰","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=182658150"
"RJYFBGG","软件研发部公共空间","154935638","14824627","软件研发部公共空间 主页","3、技术管理","1","6","软件研发部公共空间 主页 / 3、技术管理","项目管理","2023-08-10 00:25:58","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=154935638"
"RJYFBGG","软件研发部公共空间","164083023","154935638","3、技术管理","01 技术领域过程管理","2","1","软件研发部公共空间 主页 / 3、技术管理 / 01 技术领域过程管理","项目管理","2025-08-14 18:01:10","王永清","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=164083023"
"RJYFBGG","软件研发部公共空间","169724793","154935638","3、技术管理","02 音视频编解码专项过程管理","2","2","软件研发部公共空间 主页 / 3、技术管理 / 02 音视频编解码专项过程管理","项目管理","2023-08-10 00:24:36","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=169724793"
"RJYFBGG","软件研发部公共空间","219100428","154935638","3、技术管理","03 操作系统TMG工作组","2","3","软件研发部公共空间 主页 / 3、技术管理 / 03 操作系统TMG工作组","项目管理","2023-08-10 00:29:24","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=219100428"
"RJYFBGG","软件研发部公共空间","171413611","154935638","3、技术管理","98 HiTVOS海信公版","2","4","软件研发部公共空间 主页 / 3、技术管理 / 98 HiTVOS海信公版","项目管理","2023-08-10 00:26:13","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=171413611"
"RJYFBGG","软件研发部公共空间","172274276","154935638","3、技术管理","99 Other","2","5","软件研发部公共空间 主页 / 3、技术管理 / 99 Other","项目管理","2022-07-21 13:56:39","王之奎","否","http://dmtks.hisense.com/display/RJYFBGG/99+Other"
"RJYFBGG","软件研发部公共空间","211095169","154935638","3、技术管理","专题","2","6","软件研发部公共空间 主页 / 3、技术管理 / 专题","项目管理","2023-04-27 19:50:42","李燕芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=211095169"
"RJYFBGG","软件研发部公共空间","17796471","14824627","软件研发部公共空间 主页","4、创新提案","1","7","软件研发部公共空间 主页 / 4、创新提案","其他","2022-03-22 14:16:12","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=17796471"
"RJYFBGG","软件研发部公共空间","123997019","17796471","4、创新提案","往届创新提案","2","1","软件研发部公共空间 主页 / 4、创新提案 / 往届创新提案","其他","2021-05-07 11:26:23","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=123997019"
"RJYFBGG","软件研发部公共空间","151629193","17796471","4、创新提案","研发中心微提案（2021年）","2","2","软件研发部公共空间 主页 / 4、创新提案 / 研发中心微提案（2021年）","其他","2022-09-19 10:04:44","吕彦斐","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=151629193"
"RJYFBGG","软件研发部公共空间","170544281","17796471","4、创新提案","创新活动","2","3","软件研发部公共空间 主页 / 4、创新提案 / 创新活动","其他","2022-07-09 17:00:30","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=170544281"
"RJYFBGG","软件研发部公共空间","180259137","17796471","4、创新提案","研发中心微提案（2022年）","2","4","软件研发部公共空间 主页 / 4、创新提案 / 研发中心微提案（2022年）","其他","2022-09-19 10:05:59","吕彦斐","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=180259137"
"RJYFBGG","软件研发部公共空间","198345790","17796471","4、创新提案","研发中心微提案（2023年）","2","5","软件研发部公共空间 主页 / 4、创新提案 / 研发中心微提案（2023年）","其他","2023-02-13 10:26:58","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=198345790"
"RJYFBGG","软件研发部公共空间","229435188","17796471","4、创新提案","研发中心微提案（2024年）","2","6","软件研发部公共空间 主页 / 4、创新提案 / 研发中心微提案（2024年）","其他","2024-02-19 09:14:36","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=229435188"
"RJYFBGG","软件研发部公共空间","288487373","17796471","4、创新提案","研发中心微提案（2025年）","2","7","软件研发部公共空间 主页 / 4、创新提案 / 研发中心微提案（2025年）","其他","2025-02-10 17:53:20","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=288487373"
"RJYFBGG","软件研发部公共空间","214287473","14824627","软件研发部公共空间 主页","5、信息收集","1","8","软件研发部公共空间 主页 / 5、信息收集","其他","2023-05-19 13:54:32","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=214287473"
"RJYFBGG","软件研发部公共空间","230144568","214287473","5、信息收集","AI Agent & 大模型应用场景头脑风暴记录","2","1","软件研发部公共空间 主页 / 5、信息收集 / AI Agent & 大模型应用场景头脑风暴记录","二维三维与图形模型","2024-03-25 16:31:41","孙磊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=230144568"
"RJYFBGG","软件研发部公共空间","114198016","214287473","5、信息收集","内销电视系统室春节去向统计","2","2","软件研发部公共空间 主页 / 5、信息收集 / 内销电视系统室春节去向统计","数据与质量","2021-01-26 17:37:38","未知用户 (kongchao3)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=114198016"
"RJYFBGG","软件研发部公共空间","302714054","214287473","5、信息收集","创意点头脑风暴 202504","2","3","软件研发部公共空间 主页 / 5、信息收集 / 创意点头脑风暴 202504","其他","2025-04-28 19:34:35","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=302714054"
"RJYFBGG","软件研发部公共空间","230146958","214287473","5、信息收集","大模型辅助研发信息收集","2","4","软件研发部公共空间 主页 / 5、信息收集 / 大模型辅助研发信息收集","二维三维与图形模型","2024-02-28 11:41:00","孙磊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=230146958"
"RJYFBGG","软件研发部公共空间","279531448","214287473","5、信息收集","技术创意点头脑风暴 202412","2","5","软件研发部公共空间 主页 / 5、信息收集 / 技术创意点头脑风暴 202412","其他","2025-04-16 15:56:56","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=279531448"
"RJYFBGG","软件研发部公共空间","232597382","214287473","5、信息收集","模块编码和错误码登记","2","6","软件研发部公共空间 主页 / 5、信息收集 / 模块编码和错误码登记","其他","2026-01-22 21:58:15","肖成创","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=232597382"
"RJYFBGG","软件研发部公共空间","248740366","214287473","5、信息收集","用户隐私权限排查","2","7","软件研发部公共空间 主页 / 5、信息收集 / 用户隐私权限排查","其他","2024-10-22 10:14:28","宋子全","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=248740366"
"RJYFBGG","软件研发部公共空间","138413206","214287473","5、信息收集","研发过程合理建议收集","2","8","软件研发部公共空间 主页 / 5、信息收集 / 研发过程合理建议收集","其他","2021-10-13 16:24:28","庞秀娟","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=138413206"
"RJYFBGG","软件研发部公共空间","250621044","214287473","5、信息收集","编码行数统计 5.20-6.20","2","9","软件研发部公共空间 主页 / 5、信息收集 / 编码行数统计 5.20-6.20","数据与质量","2024-07-04 12:59:02","冷龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=250621044"
"RJYFBGG","软件研发部公共空间","284071961","214287473","5、信息收集","编码行数统计确认 2024年","2","10","软件研发部公共空间 主页 / 5、信息收集 / 编码行数统计确认 2024年","数据与质量","2024-12-27 19:00:37","未知用户 (xupan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=284071961"
"RJYFBGG","软件研发部公共空间","256848726","214287473","5、信息收集","编码行数统计确认 6.18-7.18","2","11","软件研发部公共空间 主页 / 5、信息收集 / 编码行数统计确认 6.18-7.18","数据与质量","2024-08-03 14:23:40","李永钰","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=256848726"
"RJYFBGG","软件研发部公共空间","177145429","214287473","5、信息收集","考勤问题反馈2022/8/29","2","12","软件研发部公共空间 主页 / 5、信息收集 / 考勤问题反馈2022/8/29","问题与复盘","2022-08-29 12:15:39","片兆峰","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=177145429"
"RJYFBGG","软件研发部公共空间","106335069","214287473","5、信息收集","草样机和竞品统计-2020-11-10","2","13","软件研发部公共空间 主页 / 5、信息收集 / 草样机和竞品统计-2020-11-10","数据与质量","2020-11-16 19:55:13","崔文华","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=106335069"
"RJYFBGG","软件研发部公共空间","233004614","214287473","5、信息收集","部门试流品类信息梳理","2","14","软件研发部公共空间 主页 / 5、信息收集 / 部门试流品类信息梳理","其他","2024-04-26 22:08:55","甄凌云","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=233004614"
"RJYFBGG","软件研发部公共空间","52104848","14824627","软件研发部公共空间 主页","6、开发输出文档模板","1","9","软件研发部公共空间 主页 / 6、开发输出文档模板","规范与流程","2019-04-17 09:37:37","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=52104848"
"RJYFBGG","软件研发部公共空间","148572637","52104848","6、开发输出文档模板","应用新分支清单","2","1","软件研发部公共空间 主页 / 6、开发输出文档模板 / 应用新分支清单","规范与流程","2021-12-20 17:39:15","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=148572637"
"RJYFBGG","软件研发部公共空间","55546832","52104848","6、开发输出文档模板","软件决策评审-手机产品","2","2","软件研发部公共空间 主页 / 6、开发输出文档模板 / 软件决策评审-手机产品","规范与流程","2019-05-24 10:20:01","未知用户 (liuchuanjun)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=55546832"
"RJYFBGG","软件研发部公共空间","55546826","52104848","6、开发输出文档模板","软件技术评审","2","3","软件研发部公共空间 主页 / 6、开发输出文档模板 / 软件技术评审","规范与流程","2019-05-24 10:17:40","未知用户 (liuchuanjun)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=55546826"
"RJYFBGG","软件研发部公共空间","256842595","52104848","6、开发输出文档模板","需求系统设计指导","2","4","软件研发部公共空间 主页 / 6、开发输出文档模板 / 需求系统设计指导","需求与功能","2024-07-30 19:47:11","李文龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=256842595"
"RJYFBGG","软件研发部公共空间","256841989","52104848","6、开发输出文档模板","需求系统设计模板","2","5","软件研发部公共空间 主页 / 6、开发输出文档模板 / 需求系统设计模板","需求与功能","2024-08-01 14:17:17","李文龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=256841989"
"RJYFBGG","软件研发部公共空间","16846771","14824627","软件研发部公共空间 主页","7、能力提升","1","10","软件研发部公共空间 主页 / 7、能力提升","其他","2024-08-03 16:22:30","吴汉勇","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=16846771"
"RJYFBGG","软件研发部公共空间","256863815","16846771","7、能力提升","2024软件能力提升营","2","1","软件研发部公共空间 主页 / 7、能力提升 / 2024软件能力提升营","其他","2024-08-03 16:22:40","吴汉勇","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=256863815"
"RJYFBGG","软件研发部公共空间","326687230","16846771","7、能力提升","培训202509","2","2","软件研发部公共空间 主页 / 7、能力提升 / 培训202509","培训与知识","2025-09-19 10:27:31","丁达志","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=326687230"
"RJYFBGG","软件研发部公共空间","16846778","16846771","7、能力提升","软件研发部新员工专业知识指南-手机产品线","2","3","软件研发部公共空间 主页 / 7、能力提升 / 软件研发部新员工专业知识指南-手机产品线","规范与流程","2018-01-04 14:02:44","未知用户 (zhuzhongwei)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=16846778"
"RJYFBGG","软件研发部公共空间","76450349","14824627","软件研发部公共空间 主页","8、部门活动","1","11","软件研发部公共空间 主页 / 8、部门活动","其他","2019-12-31 16:29:18","孙磊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=76450349"
"RJYFBGG","软件研发部公共空间","222790058","76450349","8、部门活动","1024","2","1","软件研发部公共空间 主页 / 8、部门活动 / 1024","其他","2023-10-11 10:59:27","吴汉勇","否","http://dmtks.hisense.com/display/RJYFBGG/1024"
"RJYFBGG","软件研发部公共空间","76450398","76450349","8、部门活动","19年手机部分软件质量考试总结","2","2","软件研发部公共空间 主页 / 8、部门活动 / 19年手机部分软件质量考试总结","数据与质量","2019-12-31 17:01:29","孙磊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=76450398"
"RJYFBGG","软件研发部公共空间","107055558","76450349","8、部门活动","2020技能提升月活动 - 性能编码竞答比赛","2","3","软件研发部公共空间 主页 / 8、部门活动 / 2020技能提升月活动 - 性能编码竞答比赛","其他","2020-11-17 11:01:26","刘承龙","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=107055558"
"RJYFBGG","软件研发部公共空间","222790436","76450349","8、部门活动","编码比赛","2","4","软件研发部公共空间 主页 / 8、部门活动 / 编码比赛","其他","2023-10-11 11:59:19","吴汉勇","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=222790436"
