"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"XTXNSY","系统性能优化团队（深研）","219985900","204744822","公司制度","系统路由器（HX_SY_XT_123）使用","2","2","系统性能优化团队（深研） 主页 / 公司制度 / 系统路由器（HX_SY_XT_123）使用","规范与流程","2023-09-22 16:25:59","王世昌","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=219985900"
"XTXNSY","系统性能优化团队（深研）","204740543","204735990","系统性能优化团队（深研） 主页","团队建设","1","3","系统性能优化团队（深研） 主页 / 团队建设","其他","2023-04-19 21:21:38","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204740543"
"XTXNSY","系统性能优化团队（深研）","207390335","204740543","团队建设","23年工作计划","2","1","系统性能优化团队（深研） 主页 / 团队建设 / 23年工作计划","版本与计划","2023-04-25 09:20:31","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=207390335"
"XTXNSY","系统性能优化团队（深研）","227846484","204740543","团队建设","24年的工作目标","2","2","系统性能优化团队（深研） 主页 / 团队建设 / 24年的工作目标","其他","2024-01-04 17:56:18","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=227846484"
"XTXNSY","系统性能优化团队（深研）","269507011","204740543","团队建设","25年工作规划","2","3","系统性能优化团队（深研） 主页 / 团队建设 / 25年工作规划","其他","2025-01-17 11:58:25","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=269507011"
"XTXNSY","系统性能优化团队（深研）","209103591","204740543","团队建设","团队介绍","2","4","系统性能优化团队（深研） 主页 / 团队建设 / 团队介绍","其他","2023-06-25 16:43:39","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=209103591"
"XTXNSY","系统性能优化团队（深研）","204744691","204740543","团队建设","工作会议","2","5","系统性能优化团队（深研） 主页 / 团队建设 / 工作会议","会议与协同","2023-10-09 11:06:18","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204744691"
"XTXNSY","系统性能优化团队（深研）","218162850","204740543","团队建设","工作能力与技能提升汇总","2","6","系统性能优化团队（深研） 主页 / 团队建设 / 工作能力与技能提升汇总","其他","2023-07-30 16:30:19","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=218162850"
"XTXNSY","系统性能优化团队（深研）","221286203","204740543","团队建设","系统性能调优技术洞察","2","7","系统性能优化团队（深研） 主页 / 团队建设 / 系统性能调优技术洞察","其他","2023-10-04 11:30:40","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=221286203"
"XTXNSY","系统性能优化团队（深研）","208225609","204735990","系统性能优化团队（深研） 主页","开发小技巧","1","4","系统性能优化团队（深研） 主页 / 开发小技巧","其他","2025-11-21 17:57:56","王世昌","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=208225609"
"XTXNSY","系统性能优化团队（深研）","219564089","208225609","开发小技巧","gpid的opengl绘制指令","2","1","系统性能优化团队（深研） 主页 / 开发小技巧 / gpid的opengl绘制指令","其他","2023-08-16 14:42:36","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=219564089"
"XTXNSY","系统性能优化团队（深研）","226956836","208225609","开发小技巧","Pagecache抓取","2","2","系统性能优化团队（深研） 主页 / 开发小技巧 / Pagecache抓取","其他","2023-12-13 19:58:51","未知用户 (wujinquan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=226956836"
"XTXNSY","系统性能优化团队（深研）","289957466","208225609","开发小技巧","vidaa linux系统搭建ssh服务的方法","2","3","系统性能优化团队（深研） 主页 / 开发小技巧 / vidaa linux系统搭建ssh服务的方法","其他","2025-02-19 11:14:10","未知用户 (dengxiangfeng)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=289957466"
"XTXNSY","系统性能优化团队（深研）","220351752","208225609","开发小技巧","常用效率提升工具介绍","2","4","系统性能优化团队（深研） 主页 / 开发小技巧 / 常用效率提升工具介绍","其他","2023-09-01 09:50:48","未知用户 (dengxiangfeng)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=220351752"
"XTXNSY","系统性能优化团队（深研）","221852848","208225609","开发小技巧","本地跑CTS测试的方法","2","5","系统性能优化团队（深研） 主页 / 开发小技巧 / 本地跑CTS测试的方法","测试与验证","2024-11-19 20:09:29","未知用户 (dengxiangfeng)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=221852848"
"XTXNSY","系统性能优化团队（深研）","219565681","208225609","开发小技巧","系统问题初步分析方法","2","6","系统性能优化团队（深研） 主页 / 开发小技巧 / 系统问题初步分析方法","问题与复盘","2023-08-16 21:02:50","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=219565681"
"XTXNSY","系统性能优化团队（深研）","226956775","208225609","开发小技巧","获取播放帧率和分辨率","2","7","系统性能优化团队（深研） 主页 / 开发小技巧 / 获取播放帧率和分辨率","其他","2023-12-13 19:41:51","未知用户 (wujinquan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=226956775"
"XTXNSY","系统性能优化团队（深研）","216396324","208225609","开发小技巧","通过使用网线直接连接开发板的方式进行adb调试","2","8","系统性能优化团队（深研） 主页 / 开发小技巧 / 通过使用网线直接连接开发板的方式进行adb调试","其他","2023-06-25 15:58:07","未知用户 (dengxiangfeng)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=216396324"
"XTXNSY","系统性能优化团队（深研）","204744909","204735990","系统性能优化团队（深研） 主页","技术能力提升","1","5","系统性能优化团队（深研） 主页 / 技术能力提升","其他","2023-03-22 14:28:07","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204744909"
"XTXNSY","系统性能优化团队（深研）","204744915","204744909","技术能力提升","技术专题","2","1","系统性能优化团队（深研） 主页 / 技术能力提升 / 技术专题","其他","2023-03-22 14:28:48","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204744915"
"XTXNSY","系统性能优化团队（深研）","204744923","204744909","技术能力提升","技术标准与规范","2","2","系统性能优化团队（深研） 主页 / 技术能力提升 / 技术标准与规范","规范与流程","2023-03-22 14:29:14","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204744923"
"XTXNSY","系统性能优化团队（深研）","223310294","204744909","技术能力提升","技术洞察","2","3","系统性能优化团队（深研） 主页 / 技术能力提升 / 技术洞察","其他","2023-10-30 15:10:41","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=223310294"
"XTXNSY","系统性能优化团队（深研）","209103439","204744909","技术能力提升","技术讨论","2","4","系统性能优化团队（深研） 主页 / 技术能力提升 / 技术讨论","其他","2023-04-19 19:25:34","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=209103439"
"XTXNSY","系统性能优化团队（深研）","207389863","204744909","技术能力提升","案例分享","2","5","系统性能优化团队（深研） 主页 / 技术能力提升 / 案例分享","其他","2023-04-27 19:40:08","未知用户 (wujinquan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=207389863"
"XTXNSY","系统性能优化团队（深研）","205694986","204744909","技术能力提升","系统分析工具","2","6","系统性能优化团队（深研） 主页 / 技术能力提升 / 系统分析工具","问题与复盘","2023-03-29 16:20:54","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=205694986"
"XTXNSY","系统性能优化团队（深研）","204744725","204735990","系统性能优化团队（深研） 主页","文件列表","1","6","系统性能优化团队（深研） 主页 / 文件列表","其他","2023-03-22 13:50:54","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204744725"
"XTXNSY","系统性能优化团队（深研）","243899487","204744725","文件列表","PRD","2","1","系统性能优化团队（深研） 主页 / 文件列表 / PRD","需求与功能","2024-05-31 18:53:11","未知用户 (dengxiangfeng)","否","http://dmtks.hisense.com/display/XTXNSY/PRD"
"XTXNSY","系统性能优化团队（深研）","284074213","204744725","文件列表","多媒体开发指导手册","2","2","系统性能优化团队（深研） 主页 / 文件列表 / 多媒体开发指导手册","规范与流程","2024-12-26 09:15:52","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=284074213"
"XTXNSY","系统性能优化团队（深研）","207390576","204744725","文件列表","工具列表","2","3","系统性能优化团队（深研） 主页 / 文件列表 / 工具列表","其他","2023-04-03 11:29:52","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=207390576"
"XTXNSY","系统性能优化团队（深研）","222302239","204744725","文件列表","效率提升工具","2","4","系统性能优化团队（深研） 主页 / 文件列表 / 效率提升工具","其他","2023-09-26 16:50:50","未知用户 (dengxiangfeng)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=222302239"
"XTXNSY","系统性能优化团队（深研）","204744726","204744725","文件列表","文档备份","2","5","系统性能优化团队（深研） 主页 / 文件列表 / 文档备份","规范与流程","2023-03-22 13:50:54","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204744726"
"XTXNSY","系统性能优化团队（深研）","204741560","204735990","系统性能优化团队（深研） 主页","新人入职","1","7","系统性能优化团队（深研） 主页 / 新人入职","其他","2024-10-25 11:30:30","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204741560"
"XTXNSY","系统性能优化团队（深研）","216398041","204741560","新人入职","大学生培养方案","2","1","系统性能优化团队（深研） 主页 / 新人入职 / 大学生培养方案","设计与架构","2024-03-26 10:11:14","未知用户 (dengxiangfeng)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=216398041"
"XTXNSY","系统性能优化团队（深研）","209103652","204741560","新人入职","技术导入与项目开展","2","2","系统性能优化团队（深研） 主页 / 新人入职 / 技术导入与项目开展","项目管理","2023-04-19 21:01:50","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=209103652"
"XTXNSY","系统性能优化团队（深研）","204744886","204735990","系统性能优化团队（深研） 主页","项目信息","1","8","系统性能优化团队（深研） 主页 / 项目信息","项目管理","2026-04-09 11:00:26","王世昌","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204744886"
"XTXNSY","系统性能优化团队（深研）","303912250","204744886","项目信息","25H1-JUOS5.4优化方案","2","1","系统性能优化团队（深研） 主页 / 项目信息 / 25H1-JUOS5.4优化方案","设计与架构","2025-05-22 20:12:38","潘凯","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=303912250"
"XTXNSY","系统性能优化团队（深研）","245762658","204744886","项目信息","27X7N的性能优化方案","2","2","系统性能优化团队（深研） 主页 / 项目信息 / 27X7N的性能优化方案","设计与架构","2024-06-18 14:38:32","王世昌","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=245762658"
"XTXNSY","系统性能优化团队（深研）","282687618","204744886","项目信息","32X8N项目","2","3","系统性能优化团队（深研） 主页 / 项目信息 / 32X8N项目","项目管理","2024-12-23 15:48:00","未知用户 (wujinquan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=282687618"
"XTXNSY","系统性能优化团队（深研）","215815056","204744886","项目信息","9603的系统性能评估与性能优化","2","4","系统性能优化团队（深研） 主页 / 项目信息 / 9603的系统性能评估与性能优化","项目管理","2024-01-27 14:24:15","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=215815056"
"XTXNSY","系统性能优化团队（深研）","234492879","204744886","项目信息","AIOS性能优化方案","2","5","系统性能优化团队（深研） 主页 / 项目信息 / AIOS性能优化方案","设计与架构","2024-09-26 20:02:45","未知用户 (dengxiangfeng)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=234492879"
"XTXNSY","系统性能优化团队（深研）","261747441","204744886","项目信息","GTV9655项目","2","6","系统性能优化团队（深研） 主页 / 项目信息 / GTV9655项目","项目管理","2024-08-26 16:40:45","未知用户 (wujinquan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=261747441"
"XTXNSY","系统性能优化团队（深研）","230162319","204744886","项目信息","JUOS性能指标优化","2","7","系统性能优化团队（深研） 主页 / 项目信息 / JUOS性能指标优化","项目管理","2024-07-16 15:48:29","未知用户 (dengxiangfeng)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=230162319"
"XTXNSY","系统性能优化团队（深研）","229418896","204744886","项目信息","MT9655项目","2","8","系统性能优化团队（深研） 主页 / 项目信息 / MT9655项目","项目管理","2024-09-05 20:52:25","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=229418896"
"XTXNSY","系统性能优化团队（深研）","223774351","204744886","项目信息","T963D4的系统性能评估","2","9","系统性能优化团队（深研） 主页 / 项目信息 / T963D4的系统性能评估","二维三维与图形模型","2023-11-22 11:52:45","未知用户 (wujinquan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=223774351"
"XTXNSY","系统性能优化团队（深研）","227857744","204744886","项目信息","内销应用负责人","2","10","系统性能优化团队（深研） 主页 / 项目信息 / 内销应用负责人","项目管理","2024-06-05 10:07:53","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=227857744"
"XTXNSY","系统性能优化团队（深研）","213423327","204744886","项目信息","北美NPS优化","2","11","系统性能优化团队（深研） 主页 / 项目信息 / 北美NPS优化","问题与复盘","2024-07-15 20:46:34","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=213423327"
"XTXNSY","系统性能优化团队（深研）","224666831","204744886","项目信息","各机型IO、CPU跑分数据","2","12","系统性能优化团队（深研） 主页 / 项目信息 / 各机型IO、CPU跑分数据","项目管理","2025-09-29 15:07:35","纪开虎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=224666831"
"XTXNSY","系统性能优化团队（深研）","215818835","204744886","项目信息","性能优化方案汇总","2","13","系统性能优化团队（深研） 主页 / 项目信息 / 性能优化方案汇总","设计与架构","2025-06-06 17:19:35","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=215818835"
"XTXNSY","系统性能优化团队（深研）","213434099","204744886","项目信息","性能极限模式的设计","2","14","系统性能优化团队（深研） 主页 / 项目信息 / 性能极限模式的设计","设计与架构","2024-09-24 15:26:04","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=213434099"
"XTXNSY","系统性能优化团队（深研）","250625213","204744886","项目信息","性能评估","2","15","系统性能优化团队（深研） 主页 / 项目信息 / 性能评估","项目管理","2024-07-03 20:49:06","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=250625213"
"XTXNSY","系统性能优化团队（深研）","215332330","204744886","项目信息","系统性能体系化建设与实施","2","16","系统性能优化团队（深研） 主页 / 项目信息 / 系统性能体系化建设与实施","项目管理","2023-05-29 10:59:33","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=215332330"
"XTXNSY","系统性能优化团队（深研）","215819030","204744886","项目信息","系统性能指标测试","2","17","系统性能优化团队（深研） 主页 / 项目信息 / 系统性能指标测试","测试与验证","2023-06-06 14:38:43","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=215819030"
"XTXNSY","系统性能优化团队（深研）","226980597","204744886","项目信息","项目总结","2","18","系统性能优化团队（深研） 主页 / 项目信息 / 项目总结","项目管理","2024-01-30 20:24:01","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=226980597"
"XTXNSY","系统性能优化团队（深研）","313800728","204735990","系统性能优化团队（深研） 主页","系统性能工作交接","1","9","系统性能优化团队（深研） 主页 / 系统性能工作交接","其他","2025-07-10 10:32:10","未知用户 (dengxiangfeng)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=313800728"
