"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"CELAB","Certification Lab","15884545","15876935","Certification Lab 主页","3-EU Certifications","1","4","Certification Lab 主页 / 3-EU Certifications","测试与验证","2025-07-08 23:35:21","RichardSleeman","是","http://dmtks.hisense.com/display/CELAB/3-EU+Certifications"
"CELAB","Certification Lab","50141224","15884545","3-EU Certifications","0. Operator List","2","1","Certification Lab 主页 / 3-EU Certifications / 0. Operator List","测试与验证","2019-04-02 16:29:53","刘文晓","否","http://dmtks.hisense.com/display/CELAB/0.+Operator+List"
"CELAB","Certification Lab","15877039","15884545","3-EU Certifications","4K_HDR_UHD","2","2","Certification Lab 主页 / 3-EU Certifications / 4K_HDR_UHD","测试与验证","2023-12-06 09:58:46","未知用户 (leigang)","否","http://dmtks.hisense.com/display/CELAB/4K_HDR_UHD"
"CELAB","Certification Lab","307315129","15884545","3-EU Certifications","Antenni TV","2","3","Certification Lab 主页 / 3-EU Certifications / Antenni TV","测试与验证","2025-06-12 10:03:07","未知用户 (jiangxue3)","否","http://dmtks.hisense.com/display/CELAB/Antenni+TV"
"CELAB","Certification Lab","185284767","15884545","3-EU Certifications","ANTIK","2","4","Certification Lab 主页 / 3-EU Certifications / ANTIK","测试与验证","2023-08-22 14:30:23","未知用户 (jiangxue3)","否","http://dmtks.hisense.com/display/CELAB/ANTIK"
"CELAB","Certification Lab","16871726","15884545","3-EU Certifications","Application","2","5","Certification Lab 主页 / 3-EU Certifications / Application","测试与验证","2018-02-21 17:57:04","wangyong.park","否","http://dmtks.hisense.com/display/CELAB/Application"
"CELAB","Certification Lab","59445607","15884545","3-EU Certifications","Canal Plus Poland","2","6","Certification Lab 主页 / 3-EU Certifications / Canal Plus Poland","测试与验证","2024-08-06 10:42:06","未知用户 (jiangxue3)","否","http://dmtks.hisense.com/display/CELAB/Canal+Plus+Poland"
"CELAB","Certification Lab","15884445","15884545","3-EU Certifications","CI Plus","2","7","Certification Lab 主页 / 3-EU Certifications / CI Plus","测试与验证","2025-05-13 17:08:02","未知用户 (jiangxue3)","否","http://dmtks.hisense.com/display/CELAB/CI+Plus"
"CELAB","Certification Lab","59445604","15884545","3-EU Certifications","Cyfrowy Polsat","2","8","Certification Lab 主页 / 3-EU Certifications / Cyfrowy Polsat","测试与验证","2019-07-03 18:13:54","Torben Konopka","否","http://dmtks.hisense.com/display/CELAB/Cyfrowy+Polsat"
"CELAB","Certification Lab","303904008","15884545","3-EU Certifications","D-Smart","2","9","Certification Lab 主页 / 3-EU Certifications / D-Smart","测试与验证","2025-05-13 09:20:06","未知用户 (jiangxue3)","否","http://dmtks.hisense.com/display/CELAB/D-Smart"
"CELAB","Certification Lab","59445572","15884545","3-EU Certifications","DIGI TV","2","10","Certification Lab 主页 / 3-EU Certifications / DIGI TV","测试与验证","2025-06-09 09:43:35","未知用户 (jiangxue3)","否","http://dmtks.hisense.com/display/CELAB/DIGI+TV"
"CELAB","Certification Lab","303903972","15884545","3-EU Certifications","Digiturk","2","11","Certification Lab 主页 / 3-EU Certifications / Digiturk","测试与验证","2025-05-13 09:14:30","未知用户 (jiangxue3)","否","http://dmtks.hisense.com/display/CELAB/Digiturk"
"CELAB","Certification Lab","185275525","15884545","3-EU Certifications","DTG Council","2","12","Certification Lab 主页 / 3-EU Certifications / DTG Council","测试与验证","2024-02-20 00:41:13","RichardSleeman","否","http://dmtks.hisense.com/display/CELAB/DTG+Council"
"CELAB","Certification Lab","15884597","15884545","3-EU Certifications","DVB-T2 CRA Czech","2","13","Certification Lab 主页 / 3-EU Certifications / DVB-T2 CRA Czech","测试与验证","2021-02-04 00:34:05","RichardSleeman","否","http://dmtks.hisense.com/display/CELAB/DVB-T2+CRA+Czech"
"CELAB","Certification Lab","83991322","15884545","3-EU Certifications","DVB-T2 France","2","14","Certification Lab 主页 / 3-EU Certifications / DVB-T2 France","测试与验证","2020-04-29 09:36:51","胡兰","否","http://dmtks.hisense.com/display/CELAB/DVB-T2+France"
"CELAB","Certification Lab","15884600","15884545","3-EU Certifications","DVB-T2 HD Germany","2","15","Certification Lab 主页 / 3-EU Certifications / DVB-T2 HD Germany","测试与验证","2020-03-25 22:24:57","Torben Konopka","否","http://dmtks.hisense.com/display/CELAB/DVB-T2+HD+Germany"
"CELAB","Certification Lab","84647522","15884545","3-EU Certifications","DVB-T2 Poland","2","16","Certification Lab 主页 / 3-EU Certifications / DVB-T2 Poland","测试与验证","2020-04-03 19:24:21","胡兰","否","http://dmtks.hisense.com/display/CELAB/DVB-T2+Poland"
"CELAB","Certification Lab","31821587","15884545","3-EU Certifications","Foxxum","2","17","Certification Lab 主页 / 3-EU Certifications / Foxxum","测试与验证","2018-11-07 13:59:01","王丽娟","否","http://dmtks.hisense.com/display/CELAB/Foxxum"
"CELAB","Certification Lab","15884581","15884545","3-EU Certifications","Fransat (Old)","2","18","Certification Lab 主页 / 3-EU Certifications / Fransat (Old)","测试与验证","2020-07-24 23:49:25","RichardSleeman","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15884581"
"CELAB","Certification Lab","95167230","15884545","3-EU Certifications","Fransat 2021","2","19","Certification Lab 主页 / 3-EU Certifications / Fransat 2021","测试与验证","2021-03-01 17:29:04","RichardSleeman","否","http://dmtks.hisense.com/display/CELAB/Fransat+2021"
"CELAB","Certification Lab","79794042","15884545","3-EU Certifications","Freenet TV (DVB-S)","2","20","Certification Lab 主页 / 3-EU Certifications / Freenet TV (DVB-S)","测试与验证","2020-02-12 15:09:43","Torben Konopka","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=79794042"
"CELAB","Certification Lab","15888645","15884545","3-EU Certifications","Freesat","2","21","Certification Lab 主页 / 3-EU Certifications / Freesat","测试与验证","2018-08-06 16:43:49","wangyong.park","否","http://dmtks.hisense.com/display/CELAB/Freesat"
"CELAB","Certification Lab","216895038","15884545","3-EU Certifications","Freeview Play/Freely","2","22","Certification Lab 主页 / 3-EU Certifications / Freeview Play/Freely","测试与验证","2024-08-09 10:19:07","未知用户 (jiangxue3)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=216895038"
"CELAB","Certification Lab","16659739","15884545","3-EU Certifications","GDPR","2","23","Certification Lab 主页 / 3-EU Certifications / GDPR","测试与验证","2023-08-10 16:57:51","未知用户 (sunwenping)","否","http://dmtks.hisense.com/display/CELAB/GDPR"
"CELAB","Certification Lab","16646905","15884545","3-EU Certifications","HbbTV","2","24","Certification Lab 主页 / 3-EU Certifications / HbbTV","测试与验证","2020-10-23 15:46:36","Torben Konopka","否","http://dmtks.hisense.com/display/CELAB/HbbTV"
"CELAB","Certification Lab","40044369","15884545","3-EU Certifications","HD Plus","2","25","Certification Lab 主页 / 3-EU Certifications / HD Plus","测试与验证","2023-04-17 17:54:03","RichardSleeman","否","http://dmtks.hisense.com/display/CELAB/HD+Plus"
"CELAB","Certification Lab","85361416","15884545","3-EU Certifications","HD Plus - Operator Application","2","26","Certification Lab 主页 / 3-EU Certifications / HD Plus - Operator Application","测试与验证","2024-10-17 13:44:21","未知用户 (jiangxue3)","否","http://dmtks.hisense.com/display/CELAB/HD+Plus+-+Operator+Application"
"CELAB","Certification Lab","85361410","15884545","3-EU Certifications","Lativu","2","27","Certification Lab 主页 / 3-EU Certifications / Lativu","测试与验证","2025-10-28 18:58:29","未知用户 (jiangxue3)","否","http://dmtks.hisense.com/display/CELAB/Lativu"
"CELAB","Certification Lab","59445834","15884545","3-EU Certifications","M7 Group","2","28","Certification Lab 主页 / 3-EU Certifications / M7 Group","测试与验证","2025-07-14 15:46:31","Torben Konopka","否","http://dmtks.hisense.com/display/CELAB/M7+Group"
"CELAB","Certification Lab","15884587","15884545","3-EU Certifications","Mediaset - For R2 see new R2 Tab (CAM READY)","2","29","Certification Lab 主页 / 3-EU Certifications / Mediaset - For R2 see new R2 Tab (CAM READY)","测试与验证","2020-11-19 21:35:09","RichardSleeman","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15884587"
"CELAB","Certification Lab","84649069","15884545","3-EU Certifications","Mediaset Play","2","30","Certification Lab 主页 / 3-EU Certifications / Mediaset Play","测试与验证","2025-04-08 13:54:23","未知用户 (jiangxue3)","否","http://dmtks.hisense.com/display/CELAB/Mediaset+Play"
"CELAB","Certification Lab","59445619","15884545","3-EU Certifications","Nordic","2","31","Certification Lab 主页 / 3-EU Certifications / Nordic","测试与验证","2024-08-21 10:01:31","未知用户 (jiangxue3)","否","http://dmtks.hisense.com/display/CELAB/Nordic"
"CELAB","Certification Lab","17171706","15884545","3-EU Certifications","NTV Plus","2","32","Certification Lab 主页 / 3-EU Certifications / NTV Plus","测试与验证","2019-03-30 16:18:16","刘文晓","否","http://dmtks.hisense.com/display/CELAB/NTV+Plus"
"CELAB","Certification Lab","69506622","15884545","3-EU Certifications","OiV","2","33","Certification Lab 主页 / 3-EU Certifications / OiV","测试与验证","2020-09-08 00:47:43","RichardSleeman","否","http://dmtks.hisense.com/display/CELAB/OiV"
"CELAB","Certification Lab","297478933","15884545","3-EU Certifications","ÖSTERREICH SATELLIT","2","34","Certification Lab 主页 / 3-EU Certifications / ÖSTERREICH SATELLIT","测试与验证","2025-03-31 09:18:21","未知用户 (jiangxue3)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=297478933"
"CELAB","Certification Lab","79794022","15884545","3-EU Certifications","Pyur","2","35","Certification Lab 主页 / 3-EU Certifications / Pyur","测试与验证","2020-03-25 22:05:53","Torben Konopka","否","http://dmtks.hisense.com/display/CELAB/Pyur"
"CELAB","Certification Lab","83991228","15884545","3-EU Certifications","R2","2","36","Certification Lab 主页 / 3-EU Certifications / R2","测试与验证","2021-07-23 23:46:40","RichardSleeman","否","http://dmtks.hisense.com/display/CELAB/R2"
"CELAB","Certification Lab","17795814","15884545","3-EU Certifications","SAT>IP","2","37","Certification Lab 主页 / 3-EU Certifications / SAT>IP","测试与验证","2018-04-10 22:21:29","未知用户 (huxuan1)","否","http://dmtks.hisense.com/display/CELAB/SAT%3EIP"
"CELAB","Certification Lab","15888647","15884545","3-EU Certifications","SimpliTV - DVB-S","2","38","Certification Lab 主页 / 3-EU Certifications / SimpliTV - DVB-S","测试与验证","2022-10-19 16:54:13","未知用户 (jiangxue3)","否","http://dmtks.hisense.com/display/CELAB/SimpliTV+-+DVB-S"
"CELAB","Certification Lab","95819842","15884545","3-EU Certifications","SimpliTV Antenna","2","39","Certification Lab 主页 / 3-EU Certifications / SimpliTV Antenna","测试与验证","2022-08-02 23:22:39","RichardSleeman","否","http://dmtks.hisense.com/display/CELAB/SimpliTV+Antenna"
"CELAB","Certification Lab","15884602","15884545","3-EU Certifications","SKY D","2","40","Certification Lab 主页 / 3-EU Certifications / SKY D","测试与验证","2020-12-15 20:34:47","RichardSleeman","否","http://dmtks.hisense.com/display/CELAB/SKY+D"
"CELAB","Certification Lab","15884551","15876935","Certification Lab 主页","4-SA Certifications","1","5","Certification Lab 主页 / 4-SA Certifications","测试与验证","2017-11-01 17:37:21","未知用户 (wanghaibin1)","否","http://dmtks.hisense.com/display/CELAB/4-SA+Certifications"
"CELAB","Certification Lab","63898137","15884551","4-SA Certifications","Claro Video","2","1","Certification Lab 主页 / 4-SA Certifications / Claro Video","测试与验证","2019-09-26 16:24:39","未知用户 (wangpofan)","否","http://dmtks.hisense.com/display/CELAB/Claro+Video"
"CELAB","Certification Lab","15884623","15884551","4-SA Certifications","Ginga","2","2","Certification Lab 主页 / 4-SA Certifications / Ginga","测试与验证","2022-07-05 09:51:57","刘文晓","否","http://dmtks.hisense.com/display/CELAB/Ginga"
"CELAB","Certification Lab","15884555","15876935","Certification Lab 主页","5-EM Certifications","1","6","Certification Lab 主页 / 5-EM Certifications","测试与验证","2017-11-01 17:38:18","未知用户 (wanghaibin1)","否","http://dmtks.hisense.com/display/CELAB/5-EM+Certifications"
"CELAB","Certification Lab","15884626","15884555","5-EM Certifications","Freeview Plus","2","1","Certification Lab 主页 / 5-EM Certifications / Freeview Plus","测试与验证","2020-11-30 15:42:15","未知用户 (wangpofan)","否","http://dmtks.hisense.com/display/CELAB/Freeview+Plus"
"CELAB","Certification Lab","50828479","15884555","5-EM Certifications","FreeviewPlus for NewZealand","2","2","Certification Lab 主页 / 5-EM Certifications / FreeviewPlus for NewZealand","测试与验证","2019-05-05 17:12:08","刘文晓","否","http://dmtks.hisense.com/display/CELAB/FreeviewPlus+for+NewZealand"
"CELAB","Certification Lab","63898025","15884555","5-EM Certifications","印尼 postel","2","3","Certification Lab 主页 / 5-EM Certifications / 印尼 postel","测试与验证","2025-01-20 15:26:33","未知用户 (jiangxue3)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=63898025"
"CELAB","Certification Lab","219565413","15884555","5-EM Certifications","印度 S2","2","4","Certification Lab 主页 / 5-EM Certifications / 印度 S2","测试与验证","2024-06-20 13:45:39","未知用户 (jiangxue3)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=219565413"
"CELAB","Certification Lab","216908932","15884555","5-EM Certifications","越南Vietnam T2","2","5","Certification Lab 主页 / 5-EM Certifications / 越南Vietnam T2","测试与验证","2025-03-31 16:32:36","未知用户 (jiangxue3)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=216908932"
"CELAB","Certification Lab","85953608","15884555","5-EM Certifications","马来西亚 T2认证","2","6","Certification Lab 主页 / 5-EM Certifications / 马来西亚 T2认证","测试与验证","2025-05-16 09:35:42","未知用户 (jiangxue3)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=85953608"
"CELAB","Certification Lab","15884633","15876935","Certification Lab 主页","6-JP Certifications","1","7","Certification Lab 主页 / 6-JP Certifications","测试与验证","2017-11-01 18:03:33","未知用户 (wanghaibin1)","否","http://dmtks.hisense.com/display/CELAB/6-JP+Certifications"
"CELAB","Certification Lab","15884643","15884633","6-JP Certifications","acTVila","2","1","Certification Lab 主页 / 6-JP Certifications / acTVila","测试与验证","2018-04-04 17:23:18","刘辉","否","http://dmtks.hisense.com/display/CELAB/acTVila"
"CELAB","Certification Lab","15884665","15884633","6-JP Certifications","Crank-in-Video","2","2","Certification Lab 主页 / 6-JP Certifications / Crank-in-Video","测试与验证","2018-02-05 16:12:05","姜慧/Jannah Jiang","否","http://dmtks.hisense.com/display/CELAB/Crank-in-Video"
"CELAB","Certification Lab","15884654","15884633","6-JP Certifications","Hikari TV","2","3","Certification Lab 主页 / 6-JP Certifications / Hikari TV","测试与验证","2018-02-05 16:16:36","姜慧/Jannah Jiang","否","http://dmtks.hisense.com/display/CELAB/Hikari+TV"
"CELAB","Certification Lab","15884658","15884633","6-JP Certifications","HybridCast","2","4","Certification Lab 主页 / 6-JP Certifications / HybridCast","测试与验证","2018-02-05 16:19:01","姜慧/Jannah Jiang","否","http://dmtks.hisense.com/display/CELAB/HybridCast"
"CELAB","Certification Lab","15884660","15884633","6-JP Certifications","NicoNico","2","5","Certification Lab 主页 / 6-JP Certifications / NicoNico","测试与验证","2017-11-01 18:07:18","未知用户 (wanghaibin1)","否","http://dmtks.hisense.com/display/CELAB/NicoNico"
"CELAB","Certification Lab","15884646","15884633","6-JP Certifications","TSUTAYA","2","6","Certification Lab 主页 / 6-JP Certifications / TSUTAYA","测试与验证","2018-02-05 16:22:36","姜慧/Jannah Jiang","否","http://dmtks.hisense.com/display/CELAB/TSUTAYA"
"CELAB","Certification Lab","15884650","15884633","6-JP Certifications","U-Next","2","7","Certification Lab 主页 / 6-JP Certifications / U-Next","测试与验证","2018-02-05 16:26:36","姜慧/Jannah Jiang","否","http://dmtks.hisense.com/display/CELAB/U-Next"
"CELAB","Certification Lab","299028701","15876935","Certification Lab 主页","7-国内认证","1","8","Certification Lab 主页 / 7-国内认证","测试与验证","2025-04-11 20:29:05","刘文晓","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=299028701"
"CELAB","Certification Lab","299028703","299028701","7-国内认证","腾讯云游戏四星认证","2","1","Certification Lab 主页 / 7-国内认证 / 腾讯云游戏四星认证","测试与验证","2025-04-11 20:38:22","刘文晓","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=299028703"
