"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"RUANJIANYANFA","电视产品软件所","126920921","81887475","1、产品线管理","2、内销软件周报","2","7","电视产品软件所 Home / 1、产品线管理 / 2、内销软件周报","项目管理","2021-06-04 14:19:56","姜伟伟","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=126920921"
"RUANJIANYANFA","电视产品软件所","4489467","81887475","1、产品线管理","3、管理过程改善","2","8","电视产品软件所 Home / 1、产品线管理 / 3、管理过程改善","项目管理","2019-06-11 18:16:46","王卫明","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489467"
"RUANJIANYANFA","电视产品软件所","136151654","81887475","1、产品线管理","4、新型项目周报","2","9","电视产品软件所 Home / 1、产品线管理 / 4、新型项目周报","项目管理","2021-08-30 10:09:04","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=136151654"
"RUANJIANYANFA","电视产品软件所","14839409","81887475","1、产品线管理","AndroidO 沟通会待确认问题","2","10","电视产品软件所 Home / 1、产品线管理 / AndroidO 沟通会待确认问题","问题与复盘","2017-07-17 14:46:48","王卫明","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14839409"
"RUANJIANYANFA","电视产品软件所","95821641","81887475","1、产品线管理","IPD组织架构调整后主要问题收集","2","11","电视产品软件所 Home / 1、产品线管理 / IPD组织架构调整后主要问题收集","设计与架构","2020-07-31 21:16:21","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=95821641"
"RUANJIANYANFA","电视产品软件所","14830035","81887475","1、产品线管理","LT88K7900UA 项目总结","2","12","电视产品软件所 Home / 1、产品线管理 / LT88K7900UA 项目总结","项目管理","2017-07-05 14:11:38","于宁","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14830035"
"RUANJIANYANFA","电视产品软件所","87169277","81887475","1、产品线管理","VOC(voice of customer)调研及分析","2","13","电视产品软件所 Home / 1、产品线管理 / VOC(voice of customer)调研及分析","问题与复盘","2020-04-30 10:13:25","朱平洋/Tim Zhu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=87169277"
"RUANJIANYANFA","电视产品软件所","4489458","81887475","1、产品线管理","产品线会议记录","2","14","电视产品软件所 Home / 1、产品线管理 / 产品线会议记录","会议与协同","2020-03-01 12:34:51","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489458"
"RUANJIANYANFA","电视产品软件所","15761653","81887475","1、产品线管理","产品需求","2","15","电视产品软件所 Home / 1、产品线管理 / 产品需求","需求与功能","2017-09-05 17:34:56","未知用户 (zhouhao2)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15761653"
"RUANJIANYANFA","电视产品软件所","15862624","81887475","1、产品线管理","公共技术","2","16","电视产品软件所 Home / 1、产品线管理 / 公共技术","项目管理","2017-09-27 11:35:28","未知用户 (chengjin1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15862624"
"RUANJIANYANFA","电视产品软件所","4489376","81887475","1、产品线管理","内销智能电视通用技术平台版本演进","2","17","电视产品软件所 Home / 1、产品线管理 / 内销智能电视通用技术平台版本演进","版本与计划","2018-06-05 14:01:29","李鑫","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489376"
"RUANJIANYANFA","电视产品软件所","93784378","81887475","1、产品线管理","样机管理排查","2","18","电视产品软件所 Home / 1、产品线管理 / 样机管理排查","项目管理","2020-07-08 21:19:08","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=93784378"
"RUANJIANYANFA","电视产品软件所","139729408","81887475","1、产品线管理","直播健映射为LiveTV，删除直播tab 统计","2","19","电视产品软件所 Home / 1、产品线管理 / 直播健映射为LiveTV，删除直播tab 统计","项目管理","2021-10-16 11:01:14","未知用户 (jiaqiyan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=139729408"
"RUANJIANYANFA","电视产品软件所","81887456","4489435","电视产品软件所 Home","2、部门管理","1","3","电视产品软件所 Home / 2、部门管理","项目管理","2020-03-01 12:35:08","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=81887456"
"RUANJIANYANFA","电视产品软件所","114198263","81887456","2、部门管理","10、春节去向统计","2","1","电视产品软件所 Home / 2、部门管理 / 10、春节去向统计","项目管理","2023-01-11 14:11:55","崔文华","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=114198263"
"RUANJIANYANFA","电视产品软件所","118954653","81887456","2、部门管理","11、电脑使用情况管理","2","2","电视产品软件所 Home / 2、部门管理 / 11、电脑使用情况管理","项目管理","2021-03-17 18:01:22","未知用户 (zhaochongjie)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=118954653"
"RUANJIANYANFA","电视产品软件所","120525979","81887456","2、部门管理","12 、费用预算","2","3","电视产品软件所 Home / 2、部门管理 / 12 、费用预算","项目管理","2022-02-12 13:44:35","于清晓","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=120525979"
"RUANJIANYANFA","电视产品软件所","81887488","81887456","2、部门管理","1、基础管理","2","4","电视产品软件所 Home / 2、部门管理 / 1、基础管理","项目管理","2020-08-22 16:36:56","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=81887488"
"RUANJIANYANFA","电视产品软件所","151627256","81887456","2、部门管理","2022年春节放假去向统计","2","5","电视产品软件所 Home / 2、部门管理 / 2022年春节放假去向统计","项目管理","2022-01-20 14:08:01","未知用户 (gaomeng4)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=151627256"
"RUANJIANYANFA","电视产品软件所","81895533","81887456","2、部门管理","2、招聘管理","2","6","电视产品软件所 Home / 2、部门管理 / 2、招聘管理","项目管理","2022-01-10 19:43:20","于清晓","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=81895533"
"RUANJIANYANFA","电视产品软件所","82576278","81887456","2、部门管理","3、重点课题","2","7","电视产品软件所 Home / 2、部门管理 / 3、重点课题","项目管理","2020-04-09 23:56:55","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=82576278"
"RUANJIANYANFA","电视产品软件所","84651712","81887456","2、部门管理","4、指标数据","2","8","电视产品软件所 Home / 2、部门管理 / 4、指标数据","项目管理","2023-08-08 14:41:50","于清晓","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=84651712"
"RUANJIANYANFA","电视产品软件所","87168485","81887456","2、部门管理","5、工作交接","2","9","电视产品软件所 Home / 2、部门管理 / 5、工作交接","项目管理","2023-09-25 16:08:04","未知用户 (liuchunlan2)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=87168485"
"RUANJIANYANFA","电视产品软件所","92280006","81887456","2、部门管理","6、职位晋升","2","10","电视产品软件所 Home / 2、部门管理 / 6、职位晋升","项目管理","2020-07-01 18:12:45","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=92280006"
"RUANJIANYANFA","电视产品软件所","95160214","81887456","2、部门管理","7、应知应会","2","11","电视产品软件所 Home / 2、部门管理 / 7、应知应会","项目管理","2022-09-27 10:03:09","姜伟伟","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=95160214"
"RUANJIANYANFA","电视产品软件所","100043706","81887456","2、部门管理","8、会议纪要","2","12","电视产品软件所 Home / 2、部门管理 / 8、会议纪要","会议与协同","2021-04-20 13:49:31","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=100043706"
"RUANJIANYANFA","电视产品软件所","102110794","81887456","2、部门管理","9、防疫工作管理","2","13","电视产品软件所 Home / 2、部门管理 / 9、防疫工作管理","项目管理","2020-09-30 10:01:30","鲁好锦","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=102110794"
"RUANJIANYANFA","电视产品软件所","81887460","4489435","电视产品软件所 Home","3、科室管理","1","4","电视产品软件所 Home / 3、科室管理","项目管理","2020-03-01 12:35:33","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=81887460"
"RUANJIANYANFA","电视产品软件所","122494971","81887460","3、科室管理","人力资源分配","2","1","电视产品软件所 Home / 3、科室管理 / 人力资源分配","项目管理","2021-04-23 10:09:35","姜伟伟","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=122494971"
"RUANJIANYANFA","电视产品软件所","4489409","81887460","3、科室管理","内销B2B业务室","2","2","电视产品软件所 Home / 3、科室管理 / 内销B2B业务室","项目管理","2020-03-02 09:19:23","于洪","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489409"
"RUANJIANYANFA","电视产品软件所","4489517","81887460","3、科室管理","内销电视系统室","2","3","电视产品软件所 Home / 3、科室管理 / 内销电视系统室","项目管理","2018-11-16 12:07:57","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489517"
"RUANJIANYANFA","电视产品软件所","80453272","81887460","3、科室管理","内销软件支撑室","2","4","电视产品软件所 Home / 3、科室管理 / 内销软件支撑室","项目管理","2020-03-05 10:55:46","卢善好","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=80453272"
"RUANJIANYANFA","电视产品软件所","80451875","81887460","3、科室管理","新型显示业务室","2","5","电视产品软件所 Home / 3、科室管理 / 新型显示业务室","项目管理","2022-10-28 14:58:47","姜伟伟","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=80451875"
"RUANJIANYANFA","电视产品软件所","173056391","81887460","3、科室管理","海外电视业务室","2","6","电视产品软件所 Home / 3、科室管理 / 海外电视业务室","项目管理","2022-07-27 11:58:19","刘文晓","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=173056391"
"RUANJIANYANFA","电视产品软件所","5832716","81887460","3、科室管理","海外电视系统室","2","7","电视产品软件所 Home / 3、科室管理 / 海外电视系统室","项目管理","2022-12-15 13:43:27","汪建华","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5832716"
"RUANJIANYANFA","电视产品软件所","81892555","81887460","3、科室管理","渠道工程业务室","2","8","电视产品软件所 Home / 3、科室管理 / 渠道工程业务室","项目管理","2020-03-11 19:44:06","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=81892555"
"RUANJIANYANFA","电视产品软件所","137633733","81887460","3、科室管理","激光显示业务室","2","9","电视产品软件所 Home / 3、科室管理 / 激光显示业务室","项目管理","2021-09-26 09:59:58","唐高明","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=137633733"
"RUANJIANYANFA","电视产品软件所","81887495","4489435","电视产品软件所 Home","4、创新预研","1","5","电视产品软件所 Home / 4、创新预研","其他","2020-03-01 12:47:31","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=81887495"
"RUANJIANYANFA","电视产品软件所","87860352","81887495","4、创新预研","01-创新论坛及创新提案","2","1","电视产品软件所 Home / 4、创新预研 / 01-创新论坛及创新提案","其他","2020-06-19 13:16:14","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=87860352"
"RUANJIANYANFA","电视产品软件所","63309394","81887495","4、创新预研","02-预研管理","2","2","电视产品软件所 Home / 4、创新预研 / 02-预研管理","项目管理","2021-08-03 14:23:51","朱平洋/Tim Zhu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=63309394"
"RUANJIANYANFA","电视产品软件所","91627674","81887495","4、创新预研","03-专利","2","3","电视产品软件所 Home / 4、创新预研 / 03-专利","其他","2021-12-15 16:45:04","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=91627674"
"RUANJIANYANFA","电视产品软件所","104793589","81887495","4、创新预研","04-头脑风暴","2","4","电视产品软件所 Home / 4、创新预研 / 04-头脑风暴","其他","2020-10-26 19:13:25","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=104793589"
"RUANJIANYANFA","电视产品软件所","129796236","81887495","4、创新预研","05-创新预研管理","2","5","电视产品软件所 Home / 4、创新预研 / 05-创新预研管理","项目管理","2021-06-28 19:16:03","朱平洋/Tim Zhu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129796236"
"RUANJIANYANFA","电视产品软件所","14840361","81887495","4、创新预研","11、创新成果","2","6","电视产品软件所 Home / 4、创新预研 / 11、创新成果","其他","2017-07-18 16:08:02","李鑫","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14840361"
"RUANJIANYANFA","电视产品软件所","56820079","81887495","4、创新预研","14、创新小组","2","7","电视产品软件所 Home / 4、创新预研 / 14、创新小组","其他","2019-06-03 10:18:08","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=56820079"
"RUANJIANYANFA","电视产品软件所","184461555","81887495","4、创新预研","2022创新展项目日报","2","8","电视产品软件所 Home / 4、创新预研 / 2022创新展项目日报","项目管理","2022-11-11 19:13:02","朱宗花","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=184461555"
"RUANJIANYANFA","电视产品软件所","4489366","81887495","4、创新预研","软件优化项目--LiveTV","2","9","电视产品软件所 Home / 4、创新预研 / 软件优化项目--LiveTV","项目管理","2016-02-16 14:54:33","未知用户 (wangfang13)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489366"
"RUANJIANYANFA","电视产品软件所","22053009","81887495","4、创新预研","预研项目： 基于智能场景的软件框架技术研究二期","2","10","电视产品软件所 Home / 4、创新预研 / 预研项目： 基于智能场景的软件框架技术研究二期","项目管理","2018-08-22 11:09:42","李鑫","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=22053009"
"RUANJIANYANFA","电视产品软件所","14543766","81887495","4、创新预研","预研项目： 电视端虚拟智能助理技术的应用  开发计划","2","11","电视产品软件所 Home / 4、创新预研 / 预研项目： 电视端虚拟智能助理技术的应用  开发计划","版本与计划","2017-05-04 14:38:26","宋虎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14543766"
"RUANJIANYANFA","电视产品软件所","81887497","4489435","电视产品软件所 Home","5、流程规范","1","6","电视产品软件所 Home / 5、流程规范","规范与流程","2022-04-12 10:25:51","陈益军","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=81887497"
"RUANJIANYANFA","电视产品软件所","14830849","81887497","5、流程规范","软件开发规范管理","2","1","电视产品软件所 Home / 5、流程规范 / 软件开发规范管理","规范与流程","2019-11-12 11:48:40","姜超","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14830849"
"RUANJIANYANFA","电视产品软件所","130454068","81887497","5、流程规范","软件流程体系建设-研发中心文件一点通V20240221","2","2","电视产品软件所 Home / 5、流程规范 / 软件流程体系建设-研发中心文件一点通V20240221","规范与流程","2024-02-21 15:49:37","未晓玲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=130454068"
"RUANJIANYANFA","电视产品软件所","73894898","4489435","电视产品软件所 Home","6、质量管理","1","7","电视产品软件所 Home / 6、质量管理","项目管理","2020-03-01 13:00:11","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=73894898"
"RUANJIANYANFA","电视产品软件所","73896000","73894898","6、质量管理","1、市场问题","2","1","电视产品软件所 Home / 6、质量管理 / 1、市场问题","问题与复盘","2021-12-30 10:42:01","吕彦斐","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=73896000"
"RUANJIANYANFA","电视产品软件所","73896011","73894898","6、质量管理","2、NPS","2","2","电视产品软件所 Home / 6、质量管理 / 2、NPS","问题与复盘","2021-12-30 18:38:27","吕彦斐","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=73896011"
"RUANJIANYANFA","电视产品软件所","89002544","73894898","6、质量管理","3、生产/市场（含NPS）/集团抽检质量问题","2","3","电视产品软件所 Home / 6、质量管理 / 3、生产/市场（含NPS）/集团抽检质量问题","问题与复盘","2020-09-27 15:25:36","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=89002544"
"RUANJIANYANFA","电视产品软件所","97193345","73894898","6、质量管理","4、质量改善(QC活动)","2","4","电视产品软件所 Home / 6、质量管理 / 4、质量改善(QC活动)","项目管理","2021-07-07 18:10:37","吕彦斐","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=97193345"
"RUANJIANYANFA","电视产品软件所","103421988","73894898","6、质量管理","5、超期问题","2","5","电视产品软件所 Home / 6、质量管理 / 5、超期问题","问题与复盘","2020-10-16 14:23:36","于洪","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=103421988"
"RUANJIANYANFA","电视产品软件所","114201166","73894898","6、质量管理","6、版本管理","2","6","电视产品软件所 Home / 6、质量管理 / 6、版本管理","版本与计划","2021-01-26 17:45:50","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=114201166"
"RUANJIANYANFA","电视产品软件所","195235214","73894898","6、质量管理","7、OTA数据分析","2","7","电视产品软件所 Home / 6、质量管理 / 7、OTA数据分析","问题与复盘","2024-07-04 15:46:20","梁帅琦","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=195235214"
"RUANJIANYANFA","电视产品软件所","4489639","4489435","电视产品软件所 Home","7、经验交流","1","8","电视产品软件所 Home / 7、经验交流","其他","2020-03-01 12:43:06","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489639"
"RUANJIANYANFA","电视产品软件所","4489770","4489639","7、经验交流","2、工具使用文档","2","1","电视产品软件所 Home / 7、经验交流 / 2、工具使用文档","规范与流程","2015-09-02 10:28:25","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489770"
"RUANJIANYANFA","电视产品软件所","4489635","4489639","7、经验交流","4、经验分享","2","2","电视产品软件所 Home / 7、经验交流 / 4、经验分享","其他","2015-09-15 09:16:11","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489635"
"RUANJIANYANFA","电视产品软件所","4489756","4489639","7、经验交流","6、FAQ","2","3","电视产品软件所 Home / 7、经验交流 / 6、FAQ","其他","2015-09-02 10:30:08","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489756"
"RUANJIANYANFA","电视产品软件所","12978548","4489639","7、经验交流","关于mac os serria   无法使用Citrix问题的解决方案","2","4","电视产品软件所 Home / 7、经验交流 / 关于mac os serria   无法使用Citrix问题的解决方案","设计与架构","2017-01-11 17:24:07","未知用户 (libaocheng)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=12978548"
"RUANJIANYANFA","电视产品软件所","95817182","4489639","7、经验交流","内销产品软件所VPN账号名单","2","5","电视产品软件所 Home / 7、经验交流 / 内销产品软件所VPN账号名单","其他","2020-07-29 10:01:26","鲁好锦","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=95817182"
"RUANJIANYANFA","电视产品软件所","65177480","4489639","7、经验交流","定制开机图片需求汇总20190903","2","6","电视产品软件所 Home / 7、经验交流 / 定制开机图片需求汇总20190903","需求与功能","2019-09-03 13:52:46","沈娅丽","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=65177480"
"RUANJIANYANFA","电视产品软件所","4489290","4489639","7、经验交流","对HAL编译时的头文件查找的一些疑惑","2","7","电视产品软件所 Home / 7、经验交流 / 对HAL编译时的头文件查找的一些疑惑","其他","2015-04-28 13:38:42","未知用户 (lichengcheng)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489290"
"RUANJIANYANFA","电视产品软件所","4489598","4489639","7、经验交流","指南文章","2","8","电视产品软件所 Home / 7、经验交流 / 指南文章","规范与流程","2015-06-24 14:51:22","未知用户 (lichengcheng)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489598"
"RUANJIANYANFA","电视产品软件所","92930471","4489639","7、经验交流","方案商交流","2","9","电视产品软件所 Home / 7、经验交流 / 方案商交流","设计与架构","2020-06-28 10:58:15","刘金刚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=92930471"
"RUANJIANYANFA","电视产品软件所","89003102","4489639","7、经验交流","海思交流","2","10","电视产品软件所 Home / 7、经验交流 / 海思交流","其他","2020-05-25 10:04:57","未知用户 (lihuijuan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=89003102"
"RUANJIANYANFA","电视产品软件所","4489796","4489435","电视产品软件所 Home","8、培训管理","1","9","电视产品软件所 Home / 8、培训管理","培训与知识","2020-06-29 10:04:01","李军锋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489796"
"RUANJIANYANFA","电视产品软件所","14544289","4489796","8、培训管理","培训课时汇总","2","1","电视产品软件所 Home / 8、培训管理 / 培训课时汇总","培训与知识","2017-04-28 13:40:06","未知用户 (wangfang13)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14544289"
"RUANJIANYANFA","电视产品软件所","4489872","4489796","8、培训管理","培训资料","2","2","电视产品软件所 Home / 8、培训管理 / 培训资料","培训与知识","2017-07-21 17:31:23","未知用户 (zhangfei)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489872"
"RUANJIANYANFA","电视产品软件所","129797328","4489796","8、培训管理","外训流程","2","3","电视产品软件所 Home / 8、培训管理 / 外训流程","规范与流程","2021-06-29 13:44:28","卢善好","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=129797328"
"RUANJIANYANFA","电视产品软件所","4489787","4489796","8、培训管理","流程培训","2","4","电视产品软件所 Home / 8、培训管理 / 流程培训","规范与流程","2016-11-30 17:36:51","崔文华","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489787"
"RUANJIANYANFA","电视产品软件所","94473523","4489796","8、培训管理","软件新流程主规程培训计划","2","5","电视产品软件所 Home / 8、培训管理 / 软件新流程主规程培训计划","版本与计划","2020-08-11 10:09:34","未晓玲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=94473523"
"RUANJIANYANFA","电视产品软件所","4489360","4489796","8、培训管理","部门培训计划","2","6","电视产品软件所 Home / 8、培训管理 / 部门培训计划","版本与计划","2016-09-28 09:03:53","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489360"
"RUANJIANYANFA","电视产品软件所","4489568","4489435","电视产品软件所 Home","8、关键技术方向","1","10","电视产品软件所 Home / 8、关键技术方向","其他","2018-04-24 10:40:43","李鑫","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489568"
"RUANJIANYANFA","电视产品软件所","62619683","4489568","8、关键技术方向","2019年NPS改善措施跟踪表","2","1","电视产品软件所 Home / 8、关键技术方向 / 2019年NPS改善措施跟踪表","问题与复盘","2019-10-14 10:13:32","庞秀娟","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=62619683"
"RUANJIANYANFA","电视产品软件所","4489590","4489568","8、关键技术方向","B2B（教育，酒店）","2","2","电视产品软件所 Home / 8、关键技术方向 / B2B（教育，酒店）","其他","2016-06-15 15:59:43","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489590"
"RUANJIANYANFA","电视产品软件所","4489592","4489568","8、关键技术方向","信芯（画质，物联网）","2","3","电视产品软件所 Home / 8、关键技术方向 / 信芯（画质，物联网）","其他","2016-06-15 16:00:05","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489592"
"RUANJIANYANFA","电视产品软件所","4489919","4489568","8、关键技术方向","前沿公司信息","2","4","电视产品软件所 Home / 8、关键技术方向 / 前沿公司信息","其他","2016-11-21 11:25:03","李鑫","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489919"
"RUANJIANYANFA","电视产品软件所","4489569","4489568","8、关键技术方向","新型交互技术(AI...)","2","5","电视产品软件所 Home / 8、关键技术方向 / 新型交互技术(AI...)","其他","2016-06-16 11:27:07","李鑫","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489569"
"RUANJIANYANFA","电视产品软件所","4489586","4489568","8、关键技术方向","新型显示技术(VR/AR...)","2","6","电视产品软件所 Home / 8、关键技术方向 / 新型显示技术(VR/AR...)","其他","2016-06-15 16:00:51","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489586"
"RUANJIANYANFA","电视产品软件所","4489585","4489568","8、关键技术方向","显示技术","2","7","电视产品软件所 Home / 8、关键技术方向 / 显示技术","其他","2016-06-15 16:01:13","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489585"
"RUANJIANYANFA","电视产品软件所","4489580","4489568","8、关键技术方向","智能制造","2","8","电视产品软件所 Home / 8、关键技术方向 / 智能制造","其他","2016-06-15 16:01:34","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489580"
"RUANJIANYANFA","电视产品软件所","4489571","4489568","8、关键技术方向","智能家居","2","9","电视产品软件所 Home / 8、关键技术方向 / 智能家居","其他","2016-06-15 16:02:10","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489571"
"RUANJIANYANFA","电视产品软件所","4489582","4489568","8、关键技术方向","激光影院","2","10","电视产品软件所 Home / 8、关键技术方向 / 激光影院","其他","2016-06-15 16:02:57","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=4489582"
