"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"DMTYFCXLT","电子信息集团研发中心创新论坛","156469436","126227125","微提案和创新提案","2022年2月","2","10","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 2022年2月","其他","2022-03-07 14:53:27","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=156469436"
"DMTYFCXLT","电子信息集团研发中心创新论坛","159618959","126227125","微提案和创新提案","2022年3月","2","11","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 2022年3月","其他","2022-04-07 09:55:42","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=159618959"
"DMTYFCXLT","电子信息集团研发中心创新论坛","162417998","126227125","微提案和创新提案","2022年5月","2","12","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 2022年5月","其他","2022-04-29 09:33:02","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=162417998"
"DMTYFCXLT","电子信息集团研发中心创新论坛","172273572","126227125","微提案和创新提案","2022年6月","2","13","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 2022年6月","其他","2022-07-21 10:21:49","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=172273572"
"DMTYFCXLT","电子信息集团研发中心创新论坛","176304513","126227125","微提案和创新提案","2022年8月","2","14","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 2022年8月","其他","2022-08-25 12:05:04","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=176304513"
"DMTYFCXLT","电子信息集团研发中心创新论坛","181152867","126227125","微提案和创新提案","2022年9月","2","15","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 2022年9月","其他","2022-09-28 13:41:33","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=181152867"
"DMTYFCXLT","电子信息集团研发中心创新论坛","197527457","126227125","微提案和创新提案","2022年微提案汇总数据","2","16","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 2022年微提案汇总数据","数据与质量","2023-02-06 11:42:55","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=197527457"
"DMTYFCXLT","电子信息集团研发中心创新论坛","224666401","126227125","微提案和创新提案","2023年11月","2","17","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 2023年11月","其他","2023-11-21 16:20:53","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=224666401"
"DMTYFCXLT","电子信息集团研发中心创新论坛","227455035","126227125","微提案和创新提案","2023年12月","2","18","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 2023年12月","其他","2023-12-26 10:31:30","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=227455035"
"DMTYFCXLT","电子信息集团研发中心创新论坛","195234555","126227125","微提案和创新提案","2023年2月","2","19","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 2023年2月","其他","2023-02-06 11:43:06","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=195234555"
"DMTYFCXLT","电子信息集团研发中心创新论坛","209110793","126227125","微提案和创新提案","2023年3月","2","20","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 2023年3月","其他","2023-04-21 15:08:47","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=209110793"
"DMTYFCXLT","电子信息集团研发中心创新论坛","214282578","126227125","微提案和创新提案","2023年5月","2","21","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 2023年5月","其他","2023-05-18 15:45:31","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=214282578"
"DMTYFCXLT","电子信息集团研发中心创新论坛","217336596","126227125","微提案和创新提案","2023年6月","2","22","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 2023年6月","其他","2023-07-11 15:51:51","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=217336596"
"DMTYFCXLT","电子信息集团研发中心创新论坛","219974428","126227125","微提案和创新提案","2023年8月","2","23","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 2023年8月","其他","2023-08-21 15:51:30","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=219974428"
"DMTYFCXLT","电子信息集团研发中心创新论坛","222799805","126227125","微提案和创新提案","2023年9月","2","24","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 2023年9月","其他","2023-10-13 11:25:41","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=222799805"
"DMTYFCXLT","电子信息集团研发中心创新论坛","231014465","126227125","微提案和创新提案","2024年2月","2","25","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 2024年2月","其他","2024-03-01 16:12:10","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=231014465"
"DMTYFCXLT","电子信息集团研发中心创新论坛","232238962","126227125","微提案和创新提案","2024年3月","2","26","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 2024年3月","其他","2024-03-29 12:39:25","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=232238962"
"DMTYFCXLT","电子信息集团研发中心创新论坛","238873995","126227125","微提案和创新提案","2024年5月","2","27","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 2024年5月","其他","2024-05-15 17:19:31","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=238873995"
"DMTYFCXLT","电子信息集团研发中心创新论坛","250626217","126227125","微提案和创新提案","2024年6月","2","28","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 2024年6月","其他","2024-07-04 11:08:10","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=250626217"
"DMTYFCXLT","电子信息集团研发中心创新论坛","264612523","126227125","微提案和创新提案","2024年8月","2","29","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 2024年8月","其他","2024-09-04 10:51:08","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=264612523"
"DMTYFCXLT","电子信息集团研发中心创新论坛","195233885","126227125","微提案和创新提案","截至22年底提供人资晋级名单","2","30","视像科技研发中心创新论坛 主页 / 微提案和创新提案 / 截至22年底提供人资晋级名单","其他","2023-01-16 11:44:16","未知用户 (liuyang1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=195233885"
"DMTYFCXLT","电子信息集团研发中心创新论坛","145065607","14838943","视像科技研发中心创新论坛 主页","DITAA Diagrams","1","5","视像科技研发中心创新论坛 主页 / DITAA Diagrams","其他","2021-11-22 14:50:37","未知用户 (liuyang1)","否","http://dmtks.hisense.com/display/DMTYFCXLT/DITAA+Diagrams"
