"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"DZKJSZDSPT","海外数字电视与浏览器开发所","3670145","3670162","海外数字电视与浏览器开发所","Testing/Dev Environment","2","4","海外数字电视与浏览器开发所 主页 / 海外数字电视与浏览器开发所 / Testing/Dev Environment","测试与验证","2016-07-21 10:41:09","何灿","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=3670145"
"DZKJSZDSPT","海外数字电视与浏览器开发所","13709530","3670162","海外数字电视与浏览器开发所","Team Building","2","5","海外数字电视与浏览器开发所 主页 / 海外数字电视与浏览器开发所 / Team Building","其他","2017-09-30 17:07:02","未知用户 (guoxin)","否","http://dmtks.hisense.com/display/DZKJSZDSPT/Team+Building"
"DZKJSZDSPT","海外数字电视与浏览器开发所","16874602","3670162","海外数字电视与浏览器开发所","Meeting Minutes","2","6","海外数字电视与浏览器开发所 主页 / 海外数字电视与浏览器开发所 / Meeting Minutes","会议与协同","2018-03-28 11:14:59","何灿","否","http://dmtks.hisense.com/display/DZKJSZDSPT/Meeting+Minutes"
"DZKJSZDSPT","海外数字电视与浏览器开发所","15591883","3670162","海外数字电视与浏览器开发所","E-BOOK","2","7","海外数字电视与浏览器开发所 主页 / 海外数字电视与浏览器开发所 / E-BOOK","其他","2020-07-22 09:49:02","吴青/Frog Wu","否","http://dmtks.hisense.com/display/DZKJSZDSPT/E-BOOK"
"DZKJSZDSPT","海外数字电视与浏览器开发所","25329832","3670162","海外数字电视与浏览器开发所","Team Management","2","8","海外数字电视与浏览器开发所 主页 / 海外数字电视与浏览器开发所 / Team Management","其他","2020-10-14 21:55:29","覃思继","否","http://dmtks.hisense.com/display/DZKJSZDSPT/Team+Management"
"DZKJSZDSPT","海外数字电视与浏览器开发所","60066933","3670162","海外数字电视与浏览器开发所","Project Management","2","9","海外数字电视与浏览器开发所 主页 / 海外数字电视与浏览器开发所 / Project Management","项目管理","2019-08-07 16:31:34","胡兰","否","http://dmtks.hisense.com/display/DZKJSZDSPT/Project+Management"
"DZKJSZDSPT","海外数字电视与浏览器开发所","64557859","3670162","海外数字电视与浏览器开发所","After-sales Quality Problems","2","10","海外数字电视与浏览器开发所 主页 / 海外数字电视与浏览器开发所 / After-sales Quality Problems","数据与质量","2019-12-02 14:29:33","曾桂秀/Tiya Zeng","否","http://dmtks.hisense.com/display/DZKJSZDSPT/After-sales+Quality+Problems"
"DZKJSZDSPT","海外数字电视与浏览器开发所","137628066","3670162","海外数字电视与浏览器开发所","Interest Group","2","11","海外数字电视与浏览器开发所 主页 / 海外数字电视与浏览器开发所 / Interest Group","其他","2021-09-13 17:44:45","冯建斌","否","http://dmtks.hisense.com/display/DZKJSZDSPT/Interest+Group"
"DZKJSZDSPT","海外数字电视与浏览器开发所","162419295","13716865","海外数字电视与浏览器开发所 主页","VIDAA中国-深圳","1","6","海外数字电视与浏览器开发所 主页 / VIDAA中国-深圳","其他","2022-04-29 11:38:55","吴青/Frog Wu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=162419295"
"DZKJSZDSPT","海外数字电视与浏览器开发所","227836738","162419295","VIDAA中国-深圳","2022-工作汇总","2","1","海外数字电视与浏览器开发所 主页 / VIDAA中国-深圳 / 2022-工作汇总","其他","2024-01-02 09:59:26","吴青/Frog Wu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=227836738"
"DZKJSZDSPT","海外数字电视与浏览器开发所","227836749","162419295","VIDAA中国-深圳","2023-工作汇总","2","2","海外数字电视与浏览器开发所 主页 / VIDAA中国-深圳 / 2023-工作汇总","其他","2024-01-02 09:59:42","吴青/Frog Wu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=227836749"
"DZKJSZDSPT","海外数字电视与浏览器开发所","284096912","162419295","VIDAA中国-深圳","2024-工作汇总","2","3","海外数字电视与浏览器开发所 主页 / VIDAA中国-深圳 / 2024-工作汇总","其他","2024-12-31 09:30:18","吴青/Frog Wu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=284096912"
"DZKJSZDSPT","海外数字电视与浏览器开发所","284096931","162419295","VIDAA中国-深圳","2025-深圳开发部周报","2","4","海外数字电视与浏览器开发所 主页 / VIDAA中国-深圳 / 2025-深圳开发部周报","其他","2024-12-31 09:34:07","吴青/Frog Wu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=284096931"
"DZKJSZDSPT","海外数字电视与浏览器开发所","284096935","162419295","VIDAA中国-深圳","2025-深圳开发部月度重点工作","2","5","海外数字电视与浏览器开发所 主页 / VIDAA中国-深圳 / 2025-深圳开发部月度重点工作","其他","2024-12-31 09:34:31","吴青/Frog Wu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=284096935"
"DZKJSZDSPT","海外数字电视与浏览器开发所","164071785","162419295","VIDAA中国-深圳","团队能力建设","2","6","海外数字电视与浏览器开发所 主页 / VIDAA中国-深圳 / 团队能力建设","其他","2025-07-28 11:28:58","白梦/Lincy Bai","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=164071785"
"DZKJSZDSPT","海外数字电视与浏览器开发所","166499144","162419295","VIDAA中国-深圳","浏览器应用/HbbTV模块建设","2","7","海外数字电视与浏览器开发所 主页 / VIDAA中国-深圳 / 浏览器应用/HbbTV模块建设","其他","2022-05-31 15:13:39","邓俊涛/Thomas Deng","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=166499144"
"DZKJSZDSPT","海外数字电视与浏览器开发所","171414825","162419295","VIDAA中国-深圳","深研预研&应市项目管理","2","8","海外数字电视与浏览器开发所 主页 / VIDAA中国-深圳 / 深研预研&应市项目管理","项目管理","2023-08-15 09:33:50","苏欢欢/Susan Su","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=171414825"
"DZKJSZDSPT","海外数字电视与浏览器开发所","256848044","162419295","VIDAA中国-深圳","综合管理","2","9","海外数字电视与浏览器开发所 主页 / VIDAA中国-深圳 / 综合管理","项目管理","2024-07-31 18:29:47","白梦/Lincy Bai","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=256848044"
"DZKJSZDSPT","海外数字电视与浏览器开发所","165747039","162419295","VIDAA中国-深圳","调研/调查/资料共享","2","10","海外数字电视与浏览器开发所 主页 / VIDAA中国-深圳 / 调研/调查/资料共享","其他","2023-07-24 15:14:47","吴青/Frog Wu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=165747039"
"DZKJSZDSPT","海外数字电视与浏览器开发所","220346698","162419295","VIDAA中国-深圳","部门资产清单","2","11","海外数字电视与浏览器开发所 主页 / VIDAA中国-深圳 / 部门资产清单","其他","2024-11-25 09:53:21","常彦博/Bonnie Chang","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=220346698"
"DZKJSZDSPT","海外数字电视与浏览器开发所","191273306","162419295","VIDAA中国-深圳","防疫相关","2","12","海外数字电视与浏览器开发所 主页 / VIDAA中国-深圳 / 防疫相关","其他","2022-12-20 14:14:32","未知用户 (lipingan)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=191273306"
"DZKJSZDSPT","海外数字电视与浏览器开发所","195987938","162419295","VIDAA中国-深圳","项目专题专项","2","13","海外数字电视与浏览器开发所 主页 / VIDAA中国-深圳 / 项目专题专项","项目管理","2023-01-28 15:47:11","吴青/Frog Wu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=195987938"
"DZKJSZDSPT","海外数字电视与浏览器开发所","13717194","13716865","海外数字电视与浏览器开发所 主页","深圳研发通用","1","7","海外数字电视与浏览器开发所 主页 / 深圳研发通用","其他","2017-03-09 19:22:59","未知用户 (shizimin)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13717194"
"DZKJSZDSPT","海外数字电视与浏览器开发所","52105839","13717194","深圳研发通用","外来人员来访预约流程","2","1","海外数字电视与浏览器开发所 主页 / 深圳研发通用 / 外来人员来访预约流程","规范与流程","2019-04-17 15:19:27","朱登宇","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=52105839"
"DZKJSZDSPT","海外数字电视与浏览器开发所","126230254","13717194","深圳研发通用","新员工开发环境配置指南","2","2","海外数字电视与浏览器开发所 主页 / 深圳研发通用 / 新员工开发环境配置指南","规范与流程","2023-03-29 19:20:31","马波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=126230254"
"DZKJSZDSPT","海外数字电视与浏览器开发所","154933887","13716865","海外数字电视与浏览器开发所 主页","项目信息记录：","1","8","海外数字电视与浏览器开发所 主页 / 项目信息记录：","项目管理","2022-02-23 11:01:32","苏欢欢/Susan Su","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=154933887"
"DZKJSZDSPT","海外数字电视与浏览器开发所","162421773","13716865","海外数字电视与浏览器开发所 主页","电视软件技术所","1","9","海外数字电视与浏览器开发所 主页 / 电视软件技术所","其他","2022-10-13 14:38:45","陈俊晓","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=162421773"
"DZKJSZDSPT","海外数字电视与浏览器开发所","163253550","162421773","电视软件技术所","1. Project Materials","2","1","海外数字电视与浏览器开发所 主页 / 电视软件技术所 / 1. Project Materials","项目管理","2023-07-20 14:28:06","唐杏","否","http://dmtks.hisense.com/display/DZKJSZDSPT/1.+Project+Materials"
"DZKJSZDSPT","海外数字电视与浏览器开发所","163253565","162421773","电视软件技术所","2.Team Building","2","2","海外数字电视与浏览器开发所 主页 / 电视软件技术所 / 2.Team Building","其他","2022-05-05 15:04:46","覃思继","否","http://dmtks.hisense.com/display/DZKJSZDSPT/2.Team+Building"
"DZKJSZDSPT","海外数字电视与浏览器开发所","163253570","162421773","电视软件技术所","3.Team Management","2","3","海外数字电视与浏览器开发所 主页 / 电视软件技术所 / 3.Team Management","其他","2022-10-13 14:38:54","陈俊晓","否","http://dmtks.hisense.com/display/DZKJSZDSPT/3.Team+Management"
"DZKJSZDSPT","海外数字电视与浏览器开发所","163253599","162421773","电视软件技术所","4.Project Management","2","4","海外数字电视与浏览器开发所 主页 / 电视软件技术所 / 4.Project Management","项目管理","2022-05-05 15:08:35","覃思继","否","http://dmtks.hisense.com/display/DZKJSZDSPT/4.Project+Management"
"DZKJSZDSPT","海外数字电视与浏览器开发所","164071383","162421773","电视软件技术所","5.Meeting Minutes","2","5","海外数字电视与浏览器开发所 主页 / 电视软件技术所 / 5.Meeting Minutes","会议与协同","2022-05-09 14:58:43","覃思继","否","http://dmtks.hisense.com/display/DZKJSZDSPT/5.Meeting+Minutes"
"DZKJSZDSPT","海外数字电视与浏览器开发所","168138548","162421773","电视软件技术所","6. Process Specification","2","6","海外数字电视与浏览器开发所 主页 / 电视软件技术所 / 6. Process Specification","设计与架构","2024-01-31 17:55:04","马波","否","http://dmtks.hisense.com/display/DZKJSZDSPT/6.+Process+Specification"
"DZKJSZDSPT","海外数字电视与浏览器开发所","178603177","162421773","电视软件技术所","7. Development Assets/Environment","2","7","海外数字电视与浏览器开发所 主页 / 电视软件技术所 / 7. Development Assets/Environment","其他","2022-09-08 18:13:31","覃思继","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=178603177"
"DZKJSZDSPT","海外数字电视与浏览器开发所","310918813","162421773","电视软件技术所","8. 工作报告","2","8","海外数字电视与浏览器开发所 主页 / 电视软件技术所 / 8. 工作报告","其他","2025-06-25 15:38:50","胡兰","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=310918813"
