"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"JUOS","海信JuOS操作系统知识库","224235396","187817100","02. 知识库","01.系统框架","2","2","海信JuOS操作系统知识库 / 02. 知识库 / 01.系统框架","其他","2023-12-18 09:52:38","贾亚洲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=224235396"
"JUOS","海信JuOS操作系统知识库","224235403","187817100","02. 知识库","02.多媒体","2","3","海信JuOS操作系统知识库 / 02. 知识库 / 02.多媒体","其他","2023-11-27 14:08:41","朱宗花","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=224235403"
"JUOS","海信JuOS操作系统知识库","224235409","187817100","02. 知识库","03.终端互联","2","4","海信JuOS操作系统知识库 / 02. 知识库 / 03.终端互联","其他","2023-11-10 11:09:38","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=224235409"
"JUOS","海信JuOS操作系统知识库","224235406","187817100","02. 知识库","04.性能调优","2","5","海信JuOS操作系统知识库 / 02. 知识库 / 04.性能调优","其他","2023-11-10 11:09:30","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=224235406"
"JUOS","海信JuOS操作系统知识库","217348000","187817100","02. 知识库","05. 电视广播","2","6","海信JuOS操作系统知识库 / 02. 知识库 / 05. 电视广播","其他","2023-11-10 15:31:03","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=217348000"
"JUOS","海信JuOS操作系统知识库","224235414","187817100","02. 知识库","06.WEB技术","2","7","海信JuOS操作系统知识库 / 02. 知识库 / 06.WEB技术","其他","2023-11-10 11:07:52","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=224235414"
"JUOS","海信JuOS操作系统知识库","190362892","187817100","02. 知识库","07. 应用平台","2","8","海信JuOS操作系统知识库 / 02. 知识库 / 07. 应用平台","其他","2023-12-05 18:13:53","卢可敬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=190362892"
"JUOS","海信JuOS操作系统知识库","187817133","187817100","02. 知识库","01. 技术文档","2","9","海信JuOS操作系统知识库 / 02. 知识库 / 01. 技术文档","规范与流程","2023-03-07 15:48:18","贾亚洲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=187817133"
"JUOS","海信JuOS操作系统知识库","187817183","187817100","02. 知识库","03. 工具与调试","2","10","海信JuOS操作系统知识库 / 02. 知识库 / 03. 工具与调试","其他","2022-12-08 15:09:20","吴汉勇","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=187817183"
"JUOS","海信JuOS操作系统知识库","190362787","187817100","02. 知识库","04. 知识分享","2","11","海信JuOS操作系统知识库 / 02. 知识库 / 04. 知识分享","其他","2022-12-08 13:55:01","吴汉勇","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=190362787"
"JUOS","海信JuOS操作系统知识库","218159203","187817100","02. 知识库","07.技术模块","2","12","海信JuOS操作系统知识库 / 02. 知识库 / 07.技术模块","其他","2023-07-31 17:22:05","贾亚洲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=218159203"
"JUOS","海信JuOS操作系统知识库","221307053","187817100","02. 知识库","08.JuOS能力提升的专项课题-内外部培训","2","13","海信JuOS操作系统知识库 / 02. 知识库 / 08.JuOS能力提升的专项课题-内外部培训","培训与知识","2023-09-12 17:29:20","贾亚洲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=221307053"
"JUOS","海信JuOS操作系统知识库","230147881","187817100","02. 知识库","09. 系统基础库","2","14","海信JuOS操作系统知识库 / 02. 知识库 / 09. 系统基础库","其他","2024-02-27 18:03:54","贾亚洲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=230147881"
"JUOS","海信JuOS操作系统知识库","238872717","187817100","02. 知识库","10.Android Bootcamp","2","15","海信JuOS操作系统知识库 / 02. 知识库 / 10.Android Bootcamp","其他","2024-07-13 16:43:39","纪开虎","否","http://dmtks.hisense.com/display/JUOS/10.Android+Bootcamp"
"JUOS","海信JuOS操作系统知识库","243899759","187817100","02. 知识库","08.项目管理","2","16","海信JuOS操作系统知识库 / 02. 知识库 / 08.项目管理","项目管理","2024-07-31 16:43:16","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=243899759"
"JUOS","海信JuOS操作系统知识库","190350836","187802516","海信JuOS操作系统知识库","03.需求规划","1","3","海信JuOS操作系统知识库 / 03.需求规划","需求与功能","2025-05-11 22:14:40","何灿","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=190350836"
"JUOS","海信JuOS操作系统知识库","198350133","190350836","03.需求规划","00.[HPA]技术需求规划流程及文档","2","1","海信JuOS操作系统知识库 / 03.需求规划 / 00.[HPA]技术需求规划流程及文档","需求与功能","2023-02-14 10:33:44","贾亚洲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=198350133"
"JUOS","海信JuOS操作系统知识库","198347845","190350836","03.需求规划","00.需求收集TODOList","2","2","海信JuOS操作系统知识库 / 03.需求规划 / 00.需求收集TODOList","需求与功能","2025-05-26 08:55:19","黄玖法","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=198347845"
"JUOS","海信JuOS操作系统知识库","190350857","190350836","03.需求规划","01. 竞品分析","2","3","海信JuOS操作系统知识库 / 03.需求规划 / 01. 竞品分析","需求与功能","2022-12-08 15:09:31","吴汉勇","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=190350857"
"JUOS","海信JuOS操作系统知识库","190359257","190350836","03.需求规划","02. 项目遗留","2","4","海信JuOS操作系统知识库 / 03.需求规划 / 02. 项目遗留","需求与功能","2022-12-07 14:45:55","吴汉勇","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=190359257"
"JUOS","海信JuOS操作系统知识库","190359289","190350836","03.需求规划","03. 年度规划","2","5","海信JuOS操作系统知识库 / 03.需求规划 / 03. 年度规划","需求与功能","2022-12-07 14:49:08","吴汉勇","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=190359289"
"JUOS","海信JuOS操作系统知识库","201039174","190350836","03.需求规划","04. 需求论证","2","6","海信JuOS操作系统知识库 / 03.需求规划 / 04. 需求论证","需求与功能","2024-07-02 10:58:08","黄玖法","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=201039174"
"JUOS","海信JuOS操作系统知识库","201950107","190350836","03.需求规划","05. 版本规划","2","7","海信JuOS操作系统知识库 / 03.需求规划 / 05. 版本规划","需求与功能","2023-03-06 09:22:40","贾亚洲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=201950107"
"JUOS","海信JuOS操作系统知识库","259455598","190350836","03.需求规划","06.需求设计(SRS)","2","8","海信JuOS操作系统知识库 / 03.需求规划 / 06.需求设计(SRS)","需求与功能","2024-08-16 10:03:52","姜伟伟","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=259455598"
"JUOS","海信JuOS操作系统知识库","303902430","190350836","03.需求规划","07. 方案商沟通","2","9","海信JuOS操作系统知识库 / 03.需求规划 / 07. 方案商沟通","需求与功能","2025-05-12 15:52:30","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=303902430"
"JUOS","海信JuOS操作系统知识库","197527615","187802516","海信JuOS操作系统知识库","04. 信息与资源","1","4","海信JuOS操作系统知识库 / 04. 信息与资源","其他","2025-05-11 22:14:57","何灿","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=197527615"
"JUOS","海信JuOS操作系统知识库","197527617","197527615","04. 信息与资源","01. 竞品","2","1","海信JuOS操作系统知识库 / 04. 信息与资源 / 01. 竞品","其他","2025-05-11 22:15:02","何灿","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=197527617"
"JUOS","海信JuOS操作系统知识库","204747718","197527615","04. 信息与资源","02. 发布会","2","2","海信JuOS操作系统知识库 / 04. 信息与资源 / 02. 发布会","其他","2025-05-11 22:15:17","何灿","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204747718"
"JUOS","海信JuOS操作系统知识库","218143193","197527615","04. 信息与资源","03.临时-市奖指标测试统计","2","3","海信JuOS操作系统知识库 / 04. 信息与资源 / 03.临时-市奖指标测试统计","测试与验证","2023-07-28 11:21:45","陈秀强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=218143193"
"JUOS","海信JuOS操作系统知识库","219566859","187802516","海信JuOS操作系统知识库","05.流程规范","1","5","海信JuOS操作系统知识库 / 05.流程规范","规范与流程","2025-05-12 11:14:11","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=219566859"
"JUOS","海信JuOS操作系统知识库","204743037","219566859","05.流程规范","01. 代码分支管理","2","1","海信JuOS操作系统知识库 / 05.流程规范 / 01. 代码分支管理","规范与流程","2023-11-09 14:27:02","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204743037"
"JUOS","海信JuOS操作系统知识库","207402513","219566859","05.流程规范","02. 需求规划","2","2","海信JuOS操作系统知识库 / 05.流程规范 / 02. 需求规划","需求与功能","2023-11-09 14:27:15","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=207402513"
"JUOS","海信JuOS操作系统知识库","207402517","219566859","05.流程规范","03. 版本开发","2","3","海信JuOS操作系统知识库 / 05.流程规范 / 03. 版本开发","版本与计划","2024-01-30 16:28:42","黄玖法","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=207402517"
"JUOS","海信JuOS操作系统知识库","207402525","219566859","05.流程规范","04. 版本测试","2","4","海信JuOS操作系统知识库 / 05.流程规范 / 04. 版本测试","测试与验证","2023-11-09 14:29:38","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=207402525"
"JUOS","海信JuOS操作系统知识库","204745636","219566859","05.流程规范","05. NPI导入","2","5","海信JuOS操作系统知识库 / 05.流程规范 / 05. NPI导入","规范与流程","2023-03-22 16:39:48","贾亚洲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204745636"
"JUOS","海信JuOS操作系统知识库","207402503","219566859","05.流程规范","06. 应市导入","2","6","海信JuOS操作系统知识库 / 05.流程规范 / 06. 应市导入","规范与流程","2023-11-09 14:29:49","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=207402503"
"JUOS","海信JuOS操作系统知识库","207402533","219566859","05.流程规范","07. 功能规格检项","2","7","海信JuOS操作系统知识库 / 05.流程规范 / 07. 功能规格检项","规范与流程","2023-11-09 14:30:41","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=207402533"
"JUOS","海信JuOS操作系统知识库","221848467","219566859","05.流程规范","08. 版本发布","2","8","海信JuOS操作系统知识库 / 05.流程规范 / 08. 版本发布","版本与计划","2023-11-09 14:30:54","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=221848467"
"JUOS","海信JuOS操作系统知识库","203831949","219566859","05.流程规范","09. 安全","2","9","海信JuOS操作系统知识库 / 05.流程规范 / 09. 安全","规范与流程","2023-11-09 14:32:07","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=203831949"
"JUOS","海信JuOS操作系统知识库","204743025","219566859","05.流程规范","10. JTS","2","10","海信JuOS操作系统知识库 / 05.流程规范 / 10. JTS","规范与流程","2023-11-09 14:32:39","王强","否","http://dmtks.hisense.com/display/JUOS/10.+JTS"
"JUOS","海信JuOS操作系统知识库","220358377","219566859","05.流程规范","11.0 JuOS版本 性能要求","2","11","海信JuOS操作系统知识库 / 05.流程规范 / 11.0 JuOS版本 性能要求","版本与计划","2023-11-09 14:32:51","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=220358377"
"JUOS","海信JuOS操作系统知识库","228332843","219566859","05.流程规范","12.JUOS平台主干管理","2","12","海信JuOS操作系统知识库 / 05.流程规范 / 12.JUOS平台主干管理","规范与流程","2024-02-23 09:19:17","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=228332843"
"JUOS","海信JuOS操作系统知识库","229430372","219566859","05.流程规范","13. JuOS CI","2","13","海信JuOS操作系统知识库 / 05.流程规范 / 13. JuOS CI","规范与流程","2024-02-18 09:36:03","贾亚洲","否","http://dmtks.hisense.com/display/JUOS/13.+JuOS+CI"
"JUOS","海信JuOS操作系统知识库","236719596","219566859","05.流程规范","14. 月度点检（质量部）","2","14","海信JuOS操作系统知识库 / 05.流程规范 / 14. 月度点检（质量部）","规范与流程","2024-04-28 17:54:59","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=236719596"
"JUOS","海信JuOS操作系统知识库","291488917","219566859","05.流程规范","15. SBOM指标制定","2","15","海信JuOS操作系统知识库 / 05.流程规范 / 15. SBOM指标制定","规范与流程","2025-02-25 20:15:46","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=291488917"
"JUOS","海信JuOS操作系统知识库","291489968","219566859","05.流程规范","16.产品机型及CI流水线命名规则","2","16","海信JuOS操作系统知识库 / 05.流程规范 / 16.产品机型及CI流水线命名规则","规范与流程","2025-02-26 11:04:01","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=291489968"
"JUOS","海信JuOS操作系统知识库","187808141","219566859","05.流程规范","17. 版本管理","2","17","海信JuOS操作系统知识库 / 05.流程规范 / 17. 版本管理","版本与计划","2025-05-13 10:36:40","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=187808141"
"JUOS","海信JuOS操作系统知识库","234519670","219566859","05.流程规范","18.Release Note模版","2","18","海信JuOS操作系统知识库 / 05.流程规范 / 18.Release Note模版","版本与计划","2025-05-13 10:36:57","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=234519670"
"JUOS","海信JuOS操作系统知识库","313794005","219566859","05.流程规范","20. JIRA任务创建与关闭规范","2","19","海信JuOS操作系统知识库 / 05.流程规范 / 20. JIRA任务创建与关闭规范","规范与流程","2025-07-07 09:16:22","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=313794005"
"JUOS","海信JuOS操作系统知识库","313815839","219566859","05.流程规范","21. 软件开发规范指导","2","20","海信JuOS操作系统知识库 / 05.流程规范 / 21. 软件开发规范指导","规范与流程","2025-09-06 13:47:54","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=313815839"
"JUOS","海信JuOS操作系统知识库","216895581","187802516","海信JuOS操作系统知识库","06.竞品分析","1","6","海信JuOS操作系统知识库 / 06.竞品分析","问题与复盘","2025-05-11 22:15:56","何灿","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=216895581"
"JUOS","海信JuOS操作系统知识库","220344252","216895581","06.竞品分析","竞品对标及性能测试数据","2","1","海信JuOS操作系统知识库 / 06.竞品分析 / 竞品对标及性能测试数据","测试与验证","2026-04-30 09:06:35","姜文祥.ex","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=220344252"
"JUOS","海信JuOS操作系统知识库","216895598","216895581","06.竞品分析","01.竞品测试方法","2","2","海信JuOS操作系统知识库 / 06.竞品分析 / 01.竞品测试方法","测试与验证","2023-06-27 11:28:32","纪开虎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=216895598"
"JUOS","海信JuOS操作系统知识库","222306404","216895581","06.竞品分析","竞品分析系统需求收集","2","3","海信JuOS操作系统知识库 / 06.竞品分析 / 竞品分析系统需求收集","需求与功能","2024-12-12 10:27:13","吕彦斐","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=222306404"
"JUOS","海信JuOS操作系统知识库","228331959","187802516","海信JuOS操作系统知识库","07.NPS","1","7","海信JuOS操作系统知识库 / 07.NPS","问题与复盘","2025-05-11 22:16:19","何灿","否","http://dmtks.hisense.com/display/JUOS/07.NPS"
"JUOS","海信JuOS操作系统知识库","228333359","228331959","07.NPS","内销NPS","2","1","海信JuOS操作系统知识库 / 07.NPS / 内销NPS","问题与复盘","2024-03-04 10:37:22","吕彦斐","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=228333359"
"JUOS","海信JuOS操作系统知识库","228333366","228331959","07.NPS","美国NPS","2","2","海信JuOS操作系统知识库 / 07.NPS / 美国NPS","问题与复盘","2024-03-04 10:36:46","吕彦斐","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=228333366"
"JUOS","海信JuOS操作系统知识库","259428111","187802516","海信JuOS操作系统知识库","08. AI Macey效率提升","1","8","海信JuOS操作系统知识库 / 08. AI Macey效率提升","其他","2025-05-13 09:20:03","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=259428111"
"JUOS","海信JuOS操作系统知识库","289955045","259428111","08. AI Macey效率提升","2024","2","1","海信JuOS操作系统知识库 / 08. AI Macey效率提升 / 2024","其他","2025-05-11 22:13:38","何灿","否","http://dmtks.hisense.com/display/JUOS/2024"
"JUOS","海信JuOS操作系统知识库","289955048","259428111","08. AI Macey效率提升","2025","2","2","海信JuOS操作系统知识库 / 08. AI Macey效率提升 / 2025","其他","2025-05-11 22:13:28","何灿","否","http://dmtks.hisense.com/display/JUOS/2025"
"JUOS","海信JuOS操作系统知识库","299028777","259428111","08. AI Macey效率提升","handouts","2","3","海信JuOS操作系统知识库 / 08. AI Macey效率提升 / handouts","其他","2025-05-11 22:13:44","何灿","否","http://dmtks.hisense.com/display/JUOS/handouts"
"JUOS","海信JuOS操作系统知识库","326695492","259428111","08. AI Macey效率提升","Macey3.0","2","4","海信JuOS操作系统知识库 / 08. AI Macey效率提升 / Macey3.0","其他","2025-09-19 19:33:47","孙超","否","http://dmtks.hisense.com/display/JUOS/Macey3.0"
"JUOS","海信JuOS操作系统知识库","269486194","187802516","海信JuOS操作系统知识库","09. JuOS Architecture Team","1","9","海信JuOS操作系统知识库 / 09. JuOS Architecture Team","设计与架构","2025-05-12 20:45:51","王强","否","http://dmtks.hisense.com/display/JUOS/09.+JuOS+Architecture+Team"
"JUOS","海信JuOS操作系统知识库","269486243","269486194","09. JuOS Architecture Team","JuOS Architecture","2","1","海信JuOS操作系统知识库 / 09. JuOS Architecture Team / JuOS Architecture","设计与架构","2024-09-26 20:36:15","贾亚洲","否","http://dmtks.hisense.com/display/JUOS/JuOS+Architecture"
"JUOS","海信JuOS操作系统知识库","312513137","269486194","09. JuOS Architecture Team","JuOS Workflow","2","2","海信JuOS操作系统知识库 / 09. JuOS Architecture Team / JuOS Workflow","设计与架构","2025-06-30 15:46:23","贾亚洲","否","http://dmtks.hisense.com/display/JUOS/JuOS+Workflow"
"JUOS","海信JuOS操作系统知识库","269486245","269486194","09. JuOS Architecture Team","JuOS Development Guidelin","2","3","海信JuOS操作系统知识库 / 09. JuOS Architecture Team / JuOS Development Guidelin","设计与架构","2025-03-24 11:08:02","贾亚洲","否","http://dmtks.hisense.com/display/JUOS/JuOS+Development+Guidelin"
"JUOS","海信JuOS操作系统知识库","269486247","269486194","09. JuOS Architecture Team","JuOS Mainline Design","2","4","海信JuOS操作系统知识库 / 09. JuOS Architecture Team / JuOS Mainline Design","设计与架构","2025-06-30 16:39:36","贾亚洲","否","http://dmtks.hisense.com/display/JUOS/JuOS+Mainline+Design"
"JUOS","海信JuOS操作系统知识库","282678450","269486194","09. JuOS Architecture Team","JuOS SBOM Design","2","5","海信JuOS操作系统知识库 / 09. JuOS Architecture Team / JuOS SBOM Design","设计与架构","2025-06-30 15:49:21","贾亚洲","否","http://dmtks.hisense.com/display/JUOS/JuOS+SBOM+Design"
"JUOS","海信JuOS操作系统知识库","269486202","269486194","09. JuOS Architecture Team","JuOS Feature Design Process","2","6","海信JuOS操作系统知识库 / 09. JuOS Architecture Team / JuOS Feature Design Process","需求与功能","2025-05-08 13:19:00","孙哲","否","http://dmtks.hisense.com/display/JUOS/JuOS+Feature+Design+Process"
"JUOS","海信JuOS操作系统知识库","276379808","269486194","09. JuOS Architecture Team","JuOS Product配置规则","2","7","海信JuOS操作系统知识库 / 09. JuOS Architecture Team / JuOS Product配置规则","设计与架构","2024-11-12 15:47:07","贾亚洲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=276379808"
"JUOS","海信JuOS操作系统知识库","291500835","269486194","09. JuOS Architecture Team","JUOS版本(SBOM)定点发车","2","8","海信JuOS操作系统知识库 / 09. JuOS Architecture Team / JUOS版本(SBOM)定点发车","设计与架构","2025-03-13 10:57:52","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=291500835"
"JUOS","海信JuOS操作系统知识库","294913504","269486194","09. JuOS Architecture Team","SBOM KPI指标制定","2","9","海信JuOS操作系统知识库 / 09. JuOS Architecture Team / SBOM KPI指标制定","设计与架构","2025-05-16 17:03:55","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=294913504"
"JUOS","海信JuOS操作系统知识库","295887162","269486194","09. JuOS Architecture Team","SBOM数字化平台","2","10","海信JuOS操作系统知识库 / 09. JuOS Architecture Team / SBOM数字化平台","设计与架构","2025-03-26 16:28:25","王强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=295887162"
"JUOS","海信JuOS操作系统知识库","302736502","269486194","09. JuOS Architecture Team","JuOS Autotest","2","11","海信JuOS操作系统知识库 / 09. JuOS Architecture Team / JuOS Autotest","设计与架构","2025-05-06 17:31:01","贾亚洲","否","http://dmtks.hisense.com/display/JUOS/JuOS+Autotest"
"JUOS","海信JuOS操作系统知识库","312513276","269486194","09. JuOS Architecture Team","JuOS Proof of Concept","2","12","海信JuOS操作系统知识库 / 09. JuOS Architecture Team / JuOS Proof of Concept","设计与架构","2025-06-30 13:44:09","贾亚洲","否","http://dmtks.hisense.com/display/JUOS/JuOS+Proof+of+Concept"
"JUOS","海信JuOS操作系统知识库","234499661","187802516","海信JuOS操作系统知识库","10.OSS","1","10","海信JuOS操作系统知识库 / 10.OSS","其他","2025-05-13 09:20:28","王强","否","http://dmtks.hisense.com/display/JUOS/10.OSS"
"JUOS","海信JuOS操作系统知识库","316542960","234499661","10.OSS","Hisense OSS Rigister","2","1","海信JuOS操作系统知识库 / 10.OSS / Hisense OSS Rigister","其他","2025-07-18 19:09:15","韩鹏飞","否","http://dmtks.hisense.com/display/JUOS/Hisense+OSS+Rigister"
"JUOS","海信JuOS操作系统知识库","232611153","234499661","10.OSS","Hisense OSS/CVE Rigister","2","2","海信JuOS操作系统知识库 / 10.OSS / Hisense OSS/CVE Rigister","其他","2025-07-18 17:26:19","韩鹏飞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=232611153"
"JUOS","海信JuOS操作系统知识库","232611232","234499661","10.OSS","SDK OSS/CVE Rigister","2","3","海信JuOS操作系统知识库 / 10.OSS / SDK OSS/CVE Rigister","设计与架构","2024-04-11 16:19:08","韩鹏飞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=232611232"
"JUOS","海信JuOS操作系统知识库","199900822","187802516","海信JuOS操作系统知识库","RVR","1","11","海信JuOS操作系统知识库 / RVR","其他","2025-05-11 22:16:40","何灿","否","http://dmtks.hisense.com/display/JUOS/RVR"
"JUOS","海信JuOS操作系统知识库","164827583","199900822","RVR","2.SteamVR USB串流技术研究与应用","2","1","海信JuOS操作系统知识库 / RVR / 2.SteamVR USB串流技术研究与应用","其他","2022-05-17 09:45:59","贾亚洲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=164827583"
"JUOS","海信JuOS操作系统知识库","190361479","187802516","海信JuOS操作系统知识库","指导文章","1","12","海信JuOS操作系统知识库 / 指导文章","其他","2022-12-08 10:38:09","王之奎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=190361479"
"JUOS","海信JuOS操作系统知识库","194354136","187802516","海信JuOS操作系统知识库","故障排除文章","1","13","海信JuOS操作系统知识库 / 故障排除文章","问题与复盘","2023-01-10 15:52:09","纪开虎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=194354136"
